"PIN","PlanName","State","Participants","Year","Payment","Data_Accessed"
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b449","Roofers' Local 195 Pension Plan","NY",128,2013,559700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b450","Schiffli Embroidery Workers Pension Plan","NJ",875,2013,1628000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b451","So. CA, AZ, CO & So. NV Glaziers, Architectural Metal  & Glass Wkrs PP.","CA",1917,2013,4217000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b452","Southern Council of Industrial Workers","WV",281,2013,472900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b453","Teamsters Local 240 Pension Fund","MD",63,2013,131703,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b454","Terrazzo Industry Pension Trust Fund","CA",63,2013,118500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b455","United Brick & Clay Workers of America, AFL-CIO District Council #9 PP","OH",231,2013,179000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b456","UFCW Local 1049 Retirement Fund","NJ",178,2013,462300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b457","United Optical Workers Pension Fund","NY",437,2013,854100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b458","Washington-Oregon Furniture Workers Pension Fund","WA",99,2013,110200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b459","Western Growers Pension Plan & Trust ""A""","CA",1577,2013,4765900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b460","Wine & Liquor Salesmen of New Jersey Retirement Fund","NJ",587,2013,3335500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b461","Amalgamated Insurance Fund (Clothing Fund)","NY",21411,2012,28480000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b462","Asbestos Workers Local 64 Pension Fund","OK",86,2012,601100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b463","Associated Trades & Crafts Union Pension Plan","PA",71,2012,5217,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b464","Bay Area Laundry & Dry Cleaning Pension Fund (Dry Cleaning)","CA",92,2012,172500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b465","Bay Area Laundry & Dry Cleaning Pension Fund (Laundry)","CA",130,2012,100700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b466","Buffalo Carpenters Pension Fund","NY",633,2012,2746500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b467","California Frozen Food Industry Pension Plan","CA",327,2012,521700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b468","Cattle Shochtim Local 491 Retirement Plan","NJ",13,2012,29000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b469","Cinema Pension Trust Retirement Plan","CA",32,2012,181766,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b470","Council 30 Retirement Plan - Sanders Plan","MI",144,2012,318200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b471","CTDU Partition Pension Fund","IL",1379,2012,5403000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b472","District 65 Pension Plan","NJ",5023,2012,16043500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b473","Electronics 431 Pension Fund ","NY",541,2012,1602700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b474","Florida Marble Polishers Pension Trust Fund","GA",84,2012,1934400,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b475","Fur Workers Local 3F Pension Plan","NY",90,2012,2064603,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b476","Graphic Arts Pressroom Retirement Plan","MA",59,2012,77900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b477","Graphic Communications Local 51-Bindery Employers' Pension Fund","NY",441,2012,819900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b478","Ironworkers Local No.6 Pension Plan","NY",457,2012,1505600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b479","Local 20408 United Warehouse Industrial & Affiliated Trades Employees PF","NJ",68,2012,98500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b480","Local 29 RWDSU Pension Plan","NY",176,2012,340500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b481","Local 76 Resort Hotel Pension Fund","NY",219,2012,721100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b482","Luggage Workers Union of Philadelphia & Vicinity Local #61 RP","PA",31,2012,43200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b483","Massachusetts Leather Pension Plan","MA",256,2012,7265.38,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b484","Master Electro Platers Employees Pension Plan","CT",85,2012,790064,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b485","Metal Trades Industry Pension Plan & Trust Fund","CA",221,2012,533000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b486","Milk & Ice Cream Industry Dairy Employees Union Pension Plan","OH",243,2012,673830,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b487","Motion Picture Laboratory Technicians Local 702 Pension Fund","NY",266,2012,740100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b488","New Bedford FishLumpers ","MA",35,2012,144500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b489","Northwest Textile Processors & Service Trades Pension Plan","WA",119,2012,152100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b490","Pension Fund of The New Independent Leather, Novelty & Plastic Workers Union","DE",1940,2012,1205815,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b491","Printing Industry & Union Consolidated Pension Plan","PA",171,2012,283700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b492","Production Service and Sales District Council Pension Fund","NY",2603,2012,7422100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b493","PSA-ILA Pension Plan and Trust ","MS",57,2012,241700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b494","Retail Local 906","NY",102,2012,133500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b495","Retirement Fund of the Fur Manufacturing Industry","NY",636,2012,825400,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b496","Roofers' Local 195 Pension Plan","NY",128,2012,580300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b497","Schiffli Embroidery Workers Pension Plan","NJ",875,2012,1725500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b498","So. CA, AZ, CO & So. NV Glaziers, Architectural Metal  & Glass Wkrs PP.","CA",1917,2012,5470500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b499","Southern Council of Industrial Workers","WV",281,2012,134300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b500","Teamsters Local 240 Pension Fund","MD",63,2012,161950,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b501","Terrazzo Industry Pension Trust Fund","CA",63,2012,82200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b502","Textile Foremen's Pension Plan and Trust","NJ",37,2012,351169,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b503","The Tiny Naylor's Inc. Pension Plan","CA",172,2012,33311,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b504","United Brick & Clay Workers of America, AFL-CIO District Council #9 PP","OH",231,2012,20000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b505","UFCW Local 1049 Retirement Fund","NJ",178,2012,397400,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b506","United Optical Workers Pension Fund","NY",437,2012,692600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b507","Washington-Oregon Furniture Workers Pension Fund","WA",99,2012,105700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b508","Western Growers Pension Plan & Trust ""A""","CA",1577,2012,4943800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b509","Wine & Liquor Salesmen of New Jersey Retirement Fund","NJ",587,2012,3423200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b510","Amalgamated Insurance Fund (Clothing Fund)","NY",21411,2011,29033000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b511","Asbestos Workers Local 64 Pension Fund","OK",86,2011,127600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b512","Associated Trades & Crafts Union Pension Plan","PA",71,2011,1157640,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b513","Bay Area Laundry & Dry Cleaning Pension Fund (Dry Cleaning)","CA",92,2011,166300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b514","Bay Area Laundry & Dry Cleaning Pension Fund (Laundry)","CA",130,2011,90900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b515","Buffalo Carpenters Pension Fund","NY",633,2011,2470500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b516","California Frozen Food Industry Pension Plan","CA",327,2011,318700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b517","Cattle Shochtim Local 491 Retirement Plan","NJ",13,2011,31700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b518","Council 30 Retirement Plan - Sanders Plan","MI",144,2011,341000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b519","CTDU Partition Pension Fund","IL",1379,2011,13408664.76,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b520","District 65 Pension Plan","NJ",5023,2011,18223180.17,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b521","Electronics 431 Pension Fund ","NY",541,2011,509300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b522","Employers & Fishermen & Allied Wk. Local 33 PF","CA",683,2011,9539493,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b523","Fishermen's Union of America, AFL-CIO San Pedro Pension TF","CA",214,2011,44130,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b524","Florida Marble Polishers Pension Trust Fund","GA",84,2011,227200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b525","Fur Workers Local 3F Pension Plan","NY",90,2011,239400,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b526","Graphic Arts Pressroom Retirement Plan","MA",59,2011,129900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b527","Graphic Communications Local 51-Bindery Employers' Pension Fund","NY",441,2011,852160,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b528","Local 144 Funeral Directors Pension Plan","NJ",87,2011,1099741,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b529","Local 20408 United Warehouse Industrial & Affiliated Trades Employees PF","NJ",68,2011,106300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b530","Local 29 RWDSU Pension Plan","NY",176,2011,344700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b531","Local 442 Laborers Int'l Union of N.A. PP","NY",46,2011,2027228,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b532","Local 76 Resort Hotel Pension Fund","NY",219,2011,398800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b533","Luggage Workers Union of Philadelphia & Vicinity Local #61 RP","PA",31,2011,48900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b534","Massachusetts Leather Pension Plan","MA",256,2011,1317279,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b535","Master Electro Platers Employees Pension Plan","CT",85,2011,75375,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b536","Metal Trades Industry Pension Plan & Trust Fund","CA",221,2011,495400,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b537","Milk & Ice Cream Industry Dairy Employees Union Pension Plan","OH",243,2011,628700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b538","Motion Picture Laboratory Technicians Local 702 Pension Fund","NY",266,2011,777000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b539","Northwest Textile Processors & Service Trades Pension Plan","WA",119,2011,161000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b540","Pension Fund of The New Independent Leather, Novelty & Plastic Workers Union","DE",1940,2011,1567500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b541","Printing Industry & Union Consolidated Pension Plan","PA",171,2011,290000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b542","Production Service and Sales District Council Pension Fund","NY",2603,2011,7775600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b543","PSA-ILA Pension Plan and Trust ","MS",57,2011,71700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b544","Retirement Fund of the Fur Manufacturing Industry","NY",636,2011,892100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b545","Roofers' Local 195 Pension Plan","NY",128,2011,561800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b546","Schiffli Embroidery Workers Pension Plan","NJ",875,2011,1651900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b547","So. CA, AZ, CO & So. NV Glaziers, Architectural Metal  & Glass Wkrs PP.","CA",1917,2011,5865000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b548","Teamsters Local 240 Pension Fund","MD",63,2011,145800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b549","Teamsters Local 830-Laundry Division & Philadelphia Textile Maintenance PP","PA",230,2011,5220,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b550","Textile Foremen's Pension Plan and Trust","NJ",37,2011,44600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b551","The Tiny Naylor's Inc. Pension Plan","CA",172,2011,115850,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b552","United Brick & Clay Workers of America, AFL-CIO District Council #9 PP","OH",231,2011,37000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b553","UFCW Local 1049 Retirement Fund","NJ",178,2011,509900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b554","United Optical Workers Pension Fund","NY",437,2011,736500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b555","Washington-Oregon Furniture Workers Pension Fund","WA",99,2011,116700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b556","Western Growers Pension Plan & Trust ""A""","CA",1577,2011,5884500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b557","Wine & Liquor Salesmen of New Jersey Retirement Fund","NJ",587,2011,3691700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b558","Amalgamated Insurance Fund (Clothing Fund)","NY",21411,2010,30250000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b559","Amalgamated Lace Operatives of America, Lever Section, Joint PP","RI",59,2010,6614,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b560","Associated Trades & Crafts Union Pension Plan","PA",71,2010,129100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b561","Bay Area Laundry & Dry Cleaning Pension Fund (Dry Cleaning)","CA",92,2010,194700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b562","Bay Area Laundry & Dry Cleaning Pension Fund (Laundry)","CA",130,2010,129600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b563","Brewery, Soft Drink, Industrial & Allied Workers Local Union No. 968 PP","TX",107,2010,1084428,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b564","Buffalo Carpenters Pension Fund","NY",633,2010,3289000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b565","California Frozen Food Industry Pension Plan","CA",327,2010,567900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b566","Cattle Shochtim Local 491 Retirement Plan","NJ",13,2010,36000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b567","Cinema Pension Trust Retirement Plan","CA",32,2010,36000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b568","Council 30 Retirement Plan - Sanders Plan","MI",144,2010,385600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b569","CTDU Partition Pension Fund","IL",1379,2010,3011800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b570","District 65 Pension Plan","NJ",5023,2010,17869300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b571","Employers & Fishermen & Allied Wk. Local 33 PF","CA",683,2010,749600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b572","Fishermen's Union of America, AFL-CIO San Pedro Pension TF","CA",214,2010,1786300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b573","Florida Marble Polishers Pension Trust Fund","GA",84,2010,187600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b574","Fur Workers Local 3F Pension Plan","NY",90,2010,296000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b575","Graphic Arts Pressroom Retirement Plan","MA",59,2010,33700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b576","Graphic Communications Local 51-Bindery Employers' Pension Fund","NY",441,2010,891500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b577","Local 144 Funeral Directors Pension Plan","NJ",87,2010,150400,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b578","Local 20408 United Warehouse Industrial & Affiliated Trades Employees PF","NJ",68,2010,115600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b579","Local 29 RWDSU Pension Plan","NY",176,2010,314000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b580","Local 442 Laborers Int'l Union of N.A. PP","NY",46,2010,106800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b581","Local Union 880 & the Display Industry Pension Plan","MN",155,2010,3518838,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b582","Luggage Workers Union of Philadelphia & Vicinity Local #61 RP","PA",31,2010,33200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b583","Massachusetts Leather Pension Plan","MA",256,2010,220100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b584","Master Electro Platers Employees Pension Plan","CT",85,2010,33300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b585","Metal Trades Industry Pension Plan & Trust Fund","CA",221,2010,349000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b586","Milk & Ice Cream Industry Dairy Employees Union Pension Plan","OH",243,2010,750400,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b587","Motion Picture Laboratory Technicians Local 702 Pension Fund","NY",266,2010,829000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b588","Northwest Textile Processors & Service Trades Pension Plan","WA",119,2010,194100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b589","Painters' Local #1042 Pension Plan","NH",18,2010,169451,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b590","Pension Fund of The New Independent Leather, Novelty & Plastic Workers Union","DE",1940,2010,1325100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b591","Plasterers' Union Local No. 123 Pension Fund","IN",33,2010,656508,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b592","Printing Industry & Union Consolidated Pension Plan","PA",171,2010,212900,2024-07-30 20:28:50.92093
