"PIN","PlanName","State","Participants","Year","Payment","Data_Accessed"
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b735","Buffalo Carpenters Pension Fund","NY",633,2006,4253000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b736","California Frozen Food Industry Pension Plan","CA",327,2006,450000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b737","Cattle Shochtim Local 491 Retirement Plan","NJ",13,2006,43600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b738","Council 30 Retirement Plan - Sanders Plan","MI",144,2006,635610,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b739","District 65 Pension Plan","NJ",5023,2006,17604760,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b740","Division 1181-1061 A.T.U. - Long Island Pension Fund","NY",39,2006,37200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b741","Fisherman's Pension Plan Trust Fund","CA",29,2006,19300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b742","Fur Workers Local 3F Pension Plan","NY",90,2006,325000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b743","Granite Cutters Pension Fund","NY",24,2006,176000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b744","Graphic Arts Pressroom Retirement Plan","MA",59,2006,106500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b745","Graphic Communications Local 51-Bindery Employers' Pension Fund","NY",441,2006,996100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b746","Local 144 Funeral Directors Pension Plan","NJ",87,2006,136300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b747","Local 20408 United Warehouse Industrial & Affiliated Trades Employees PF","NJ",68,2006,101000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b748","Local 29 RWDSU Pension Plan","NY",176,2006,319600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b749","Local Union 880 & the Display Industry Pension Plan","MN",155,2006,26200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b750","Luggage Workers Union of Philadelphia & Vicinity Local #61 RP","PA",31,2006,50700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b751","Motion Picture Laboratory Technicians Local 702 Pension Fund","NY",266,2006,1292200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b752","Northwest Textile Processors & Service Trades Pension Plan","WA",119,2006,245900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b753","Painters' Local #1042 Pension Plan","NH",18,2006,7200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b754","Pension Fund of The New Independent Leather, Novelty & Plastic Workers Union","DE",1940,2006,975100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b755","Production Service and Sales District Council Pension Fund","NY",2603,2006,2433400,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b756","Retail Clerks Union District Council No. 12 Variety & Dept. Stores PP","IN",108,2006,84100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b757","Retirement Fund of the Fur Manufacturing Industry","NY",636,2006,1103900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b758","Teamsters Local 830-Laundry Division & Philadelphia Textile Maintenance PP","PA",230,2006,236600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b759","Textile Foremen's Pension Plan and Trust","NJ",37,2006,53800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b760","Tilesetters and Marble Masons Local Union No. 2 Pension Plan","VA",33,2006,4000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b761","United Optical Workers Pension Fund","NY",437,2006,962700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b762","Washington-Oregon Furniture Workers Pension Fund","WA",99,2006,159000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b763","Amalgamated Insurance Fund (Clothing Fund)","NY",21411,2005,3250000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b764","Bay Area Laundry & Dry Cleaning Pension Fund (Dry Cleaning)","CA",92,2005,161400,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b765","Brewery, Soft Drink, Industrial & Allied Workers Local Union No. 968 PP","TX",107,2005,199301,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b766","Brewery Workers Local 1149 Pension Plan","NY",65,2005,64000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b767","Buffalo Carpenters Pension Fund","NY",633,2005,2921600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b768","California Frozen Food Industry Pension Plan","CA",327,2005,498710,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b769","Capmakers Union Local No. 4 Retirement Plan","NY",7519,2005,92562,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b770","Cattle Shochtim Local 491 Retirement Plan","NJ",13,2005,42500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b771","Council 30 Retirement Plan - Sanders Plan","MI",144,2005,543090,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b772","Division 1181-1061 A.T.U. - Long Island Pension Fund","NY",39,2005,63400,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b773","Fur Workers Local 3F Pension Plan","NY",90,2005,366000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b774","Graphic Arts Pressroom Retirement Plan","MA",59,2005,57781,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b775","Graphic Communications Local 51-Bindery Employers' Pension Fund","NY",441,2005,969428,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b776","Hotel and Restaurant Employees Union Local 18 Pension Fund","VA",3,2005,11000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b777","Local 144 Funeral Directors Pension Plan","NJ",87,2005,138151,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b778","Local 20408 United Warehouse Industrial & Affiliated Trades Employees PF","NJ",68,2005,108000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b779","Local 29 RWDSU Pension Plan","NY",176,2005,214900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b780","Local Union 880 & the Display Industry Pension Plan","MN",155,2005,109200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b781","Luggage Workers Union of Philadelphia & Vicinity Local #61 RP","PA",31,2005,53008,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b782","Motion Picture Laboratory Technicians Local 702 Pension Fund","NY",266,2005,1003500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b783","Northwest Textile Processors & Service Trades Pension Plan","WA",119,2005,266900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b784","Painters' Local #1042 Pension Plan","NH",18,2005,7200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b785","Plasterer's Local No. 155 Pension Plan","MD",31,2005,535046,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b786","Retail Clerks Union District Council No. 12 Variety & Dept. Stores PP","IN",108,2005,88300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b787","Retirement Fund of the Fur Manufacturing Industry","NY",636,2005,1176611,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b788","Teamsters Local 830-Laundry Division & Philadelphia Textile Maintenance PP","PA",230,2005,342500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b789","Textile Foremen's Pension Plan and Trust","NJ",37,2005,58100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b790","United Optical Workers Pension Fund","NY",437,2005,251000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b791","Washington-Oregon Furniture Workers Pension Fund","WA",99,2005,164500,2024-07-30 20:28:50.92093
