DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
069 - TRANSIENT ISCHEMIA,520139,AURORA WEST ALLIS MEDICAL CENTER,8901 W LINCOLN AVE,WEST ALLIS,WI,53227,WI - Milwaukee,55,$20497.72,$4437.58,$3249.32
069 - TRANSIENT ISCHEMIA,520170,WHEATON FRANCISCAN INC - ELMBROOK MEMORIAL,19333 W NORTH AVE,BROOKFIELD,WI,53045,WI - Milwaukee,19,$15088.15,$4138.00,$3077.36
069 - TRANSIENT ISCHEMIA,520177,FROEDTERT MEM LUTHERAN HSPTL,9200 W WISCONSIN AVE,MILWAUKEE,WI,53226,WI - Milwaukee,34,$13175.11,$6357.38,$5387.29
069 - TRANSIENT ISCHEMIA,520189,AURORA MED CTR KENOSHA,10400 75TH ST,KENOSHA,WI,53142,WI - Milwaukee,16,$26278.43,$6158.00,$3427.50
069 - TRANSIENT ISCHEMIA,520207,AURORA MEDICAL CENTER,975 PORT WASHINGTON ROAD,GRAFTON,WI,53024,WI - Milwaukee,16,$17544.18,$3823.00,$2903.25
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,520089,MERITER HSPTL,202 S PARK ST,MADISON,WI,53715,WI - Madison,18,$26357.61,$6174.27,$5238.05
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,520008,WAUKESHA MEMORIAL HOSPITAL,725 AMERICAN AVE,WAUKESHA,WI,53188,WI - Milwaukee,12,$14417.50,$6459.00,$4262.16
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,520030,ASPIRUS WAUSAU HOSPITAL,333 PINE RIDGE BLVD,WAUSAU,WI,54401,WI - Wausau,13,$16394.30,$5158.84,$4549.30
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,520037,MINISTRY SAINT JOSEPH'S HOSPITAL,611 ST JOSEPH AVE,MARSHFIELD,WI,54449,WI - Marshfield,11,$10914.63,$6065.00,$5047.54
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,520083,ST MARY'S HOSPITAL,700 SOUTH PARK ST,MADISON,WI,53715,WI - Madison,25,$16178.52,$5869.24,$5060.60
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,520096,WHEATON FRANCISCAN HEALTHCARE- ALL SAINTS,3801 SPRING ST,RACINE,WI,53405,WI - Milwaukee,15,$16374.66,$5795.80,$5123.00
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,520098,UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,600 HIGHLAND AVENUE,MADISON,WI,53792,WI - Madison,14,$33310.28,$11877.21,$10325.42
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,520103,COMMUNITY MEM HSPTL,W180 N8085 TOWN HALL RD,MENOMONEE FALLS,WI,53051,WI - Milwaukee,16,$14943.37,$4870.62,$4098.37
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,520136,"WHEATON FRANCISCAN, INC- ST JOSEPH",5000 W CHAMBERS ST,MILWAUKEE,WI,53210,WI - Milwaukee,13,$16953.92,$7025.76,$6249.46
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,520138,AURORA ST LUKES MEDICAL CENTER,2900 W OKLAHOMA AVE,MILWAUKEE,WI,53215,WI - Milwaukee,27,$24199.74,$6356.59,$5124.44
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,520139,AURORA WEST ALLIS MEDICAL CENTER,8901 W LINCOLN AVE,WEST ALLIS,WI,53227,WI - Milwaukee,13,$22798.69,$5144.23,$4370.38
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,520177,FROEDTERT MEM LUTHERAN HSPTL,9200 W WISCONSIN AVE,MILWAUKEE,WI,53226,WI - Milwaukee,40,$15125.22,$7716.65,$7055.60
101 - SEIZURES W/O MCC,520008,WAUKESHA MEMORIAL HOSPITAL,725 AMERICAN AVE,WAUKESHA,WI,53188,WI - Milwaukee,18,$16355.00,$5793.11,$3049.50
101 - SEIZURES W/O MCC,520009,ST ELIZABETH HSPTL,1506 S ONEIDA ST,APPLETON,WI,54915,WI - Appleton,12,$9034.91,$4688.91,$3498.08
101 - SEIZURES W/O MCC,520021,UNITED HSPTL SYS,6308 EIGHTH AVE,KENOSHA,WI,53143,WI - Milwaukee,23,$14882.08,$4839.39,$3161.60
101 - SEIZURES W/O MCC,520027,"COLUMBIA ST MARY'S HOSPITAL OZAUKEE, INC",13111 N PORT WASHINGTON RD,MEQUON,WI,53097,WI - Milwaukee,17,$17460.00,$4312.35,$3454.23
101 - SEIZURES W/O MCC,520030,ASPIRUS WAUSAU HOSPITAL,333 PINE RIDGE BLVD,WAUSAU,WI,54401,WI - Wausau,12,$13003.33,$4967.83,$3045.66
101 - SEIZURES W/O MCC,520037,MINISTRY SAINT JOSEPH'S HOSPITAL,611 ST JOSEPH AVE,MARSHFIELD,WI,54449,WI - Marshfield,33,$15207.90,$5418.54,$4532.48
101 - SEIZURES W/O MCC,520066,MERCY HLTH SYS CORP,1000 MINERAL POINT AVE,JANESVILLE,WI,53548,WI - Madison,21,$17584.38,$4714.71,$3805.95
101 - SEIZURES W/O MCC,520070,MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL,1221 WHIPPLE ST,EAU CLAIRE,WI,54703,MN - Minneapolis,18,$14155.94,$4396.00,$3332.72
101 - SEIZURES W/O MCC,520078,WHEATON FRANCISCAN HEALTHCARE- ST FRANCIS,3237 S 16TH ST,MILWAUKEE,WI,53215,WI - Milwaukee,16,$17444.93,$5446.50,$4154.93
101 - SEIZURES W/O MCC,520083,ST MARY'S HOSPITAL,700 SOUTH PARK ST,MADISON,WI,53715,WI - Madison,39,$18505.46,$5079.79,$4446.15
101 - SEIZURES W/O MCC,520088,ST AGNES HSPTL,430 E DIVISON ST,FOND DU LAC,WI,54935,WI - Milwaukee,13,$16773.69,$4406.46,$3635.07
101 - SEIZURES W/O MCC,520089,MERITER HSPTL,202 S PARK ST,MADISON,WI,53715,WI - Madison,14,$23902.57,$5361.64,$4557.64
101 - SEIZURES W/O MCC,520096,WHEATON FRANCISCAN HEALTHCARE- ALL SAINTS,3801 SPRING ST,RACINE,WI,53405,WI - Milwaukee,25,$14482.40,$5049.08,$4190.04
101 - SEIZURES W/O MCC,520098,UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,600 HIGHLAND AVENUE,MADISON,WI,53792,WI - Madison,32,$20308.71,$8683.59,$6756.68
101 - SEIZURES W/O MCC,520103,COMMUNITY MEM HSPTL,W180 N8085 TOWN HALL RD,MENOMONEE FALLS,WI,53051,WI - Milwaukee,15,$12860.13,$4311.53,$3565.40
101 - SEIZURES W/O MCC,520136,"WHEATON FRANCISCAN, INC- ST JOSEPH",5000 W CHAMBERS ST,MILWAUKEE,WI,53210,WI - Milwaukee,13,$15113.07,$6183.61,$5033.69
101 - SEIZURES W/O MCC,520138,AURORA ST LUKES MEDICAL CENTER,2900 W OKLAHOMA AVE,MILWAUKEE,WI,53215,WI - Milwaukee,66,$22583.10,$5502.87,$4497.06
101 - SEIZURES W/O MCC,520139,AURORA WEST ALLIS MEDICAL CENTER,8901 W LINCOLN AVE,WEST ALLIS,WI,53227,WI - Milwaukee,14,$18568.07,$4554.35,$3671.78
101 - SEIZURES W/O MCC,520177,FROEDTERT MEM LUTHERAN HSPTL,9200 W WISCONSIN AVE,MILWAUKEE,WI,53226,WI - Milwaukee,84,$15465.28,$6897.42,$6027.19
101 - SEIZURES W/O MCC,520193,AURORA BAYCARE MED CTR,2845 GREENBRIER RD PO BOX 8900,GREEN BAY,WI,54311,WI - Green Bay,12,$19800.91,$4570.00,$3543.00
149 - DYSEQUILIBRIUM,520008,WAUKESHA MEMORIAL HOSPITAL,725 AMERICAN AVE,WAUKESHA,WI,53188,WI - Milwaukee,26,$13495.23,$4249.26,$2704.15
149 - DYSEQUILIBRIUM,520013,SACRED HEART HSPTL,900 W CLAIREMONT AVE,EAU CLAIRE,WI,54701,MN - Minneapolis,12,$12300.00,$4137.33,$3102.33
149 - DYSEQUILIBRIUM,520021,UNITED HSPTL SYS,6308 EIGHTH AVE,KENOSHA,WI,53143,WI - Milwaukee,32,$11056.59,$3830.00,$2848.50
149 - DYSEQUILIBRIUM,520037,MINISTRY SAINT JOSEPH'S HOSPITAL,611 ST JOSEPH AVE,MARSHFIELD,WI,54449,WI - Marshfield,15,$8418.66,$4630.00,$3235.13
149 - DYSEQUILIBRIUM,520083,ST MARY'S HOSPITAL,700 SOUTH PARK ST,MADISON,WI,53715,WI - Madison,34,$14350.00,$4289.97,$3121.35
149 - DYSEQUILIBRIUM,520088,ST AGNES HSPTL,430 E DIVISON ST,FOND DU LAC,WI,54935,WI - Milwaukee,12,$14732.08,$3853.25,$2915.25
149 - DYSEQUILIBRIUM,520089,MERITER HSPTL,202 S PARK ST,MADISON,WI,53715,WI - Madison,27,$16710.37,$4585.25,$3584.96
149 - DYSEQUILIBRIUM,520100,BELOIT MEM HSPTL,1969 W HART RD,BELOIT,WI,53511,WI - Madison,12,$19318.75,$3798.25,$2676.91
149 - DYSEQUILIBRIUM,520136,"WHEATON FRANCISCAN, INC- ST JOSEPH",5000 W CHAMBERS ST,MILWAUKEE,WI,53210,WI - Milwaukee,15,$17172.73,$5164.66,$4319.93
149 - DYSEQUILIBRIUM,520138,AURORA ST LUKES MEDICAL CENTER,2900 W OKLAHOMA AVE,MILWAUKEE,WI,53215,WI - Milwaukee,22,$18934.90,$4683.81,$3304.72
149 - DYSEQUILIBRIUM,520139,AURORA WEST ALLIS MEDICAL CENTER,8901 W LINCOLN AVE,WEST ALLIS,WI,53227,WI - Milwaukee,14,$15126.57,$3820.07,$2771.21
149 - DYSEQUILIBRIUM,520170,WHEATON FRANCISCAN INC - ELMBROOK MEMORIAL,19333 W NORTH AVE,BROOKFIELD,WI,53045,WI - Milwaukee,11,$13940.81,$3616.00,$2807.27
149 - DYSEQUILIBRIUM,520177,FROEDTERT MEM LUTHERAN HSPTL,9200 W WISCONSIN AVE,MILWAUKEE,WI,53226,WI - Milwaukee,22,$10292.95,$5628.59,$4865.50
176 - PULMONARY EMBOLISM W/O MCC,520008,WAUKESHA MEMORIAL HOSPITAL,725 AMERICAN AVE,WAUKESHA,WI,53188,WI - Milwaukee,26,$17054.50,$6008.34,$5143.73
176 - PULMONARY EMBOLISM W/O MCC,520013,SACRED HEART HSPTL,900 W CLAIREMONT AVE,EAU CLAIRE,WI,54701,MN - Minneapolis,12,$19081.41,$7142.75,$6113.08
176 - PULMONARY EMBOLISM W/O MCC,520019,MINISTRY ST MARYS HOSPITAL,2251 NORTH SHORE DR,RHINELANDER,WI,54501,WI - Wausau,17,$22266.05,$6973.47,$5961.70
176 - PULMONARY EMBOLISM W/O MCC,520021,UNITED HSPTL SYS,6308 EIGHTH AVE,KENOSHA,WI,53143,WI - Milwaukee,31,$21384.06,$6418.00,$5478.90
176 - PULMONARY EMBOLISM W/O MCC,520027,"COLUMBIA ST MARY'S HOSPITAL OZAUKEE, INC",13111 N PORT WASHINGTON RD,MEQUON,WI,53097,WI - Milwaukee,16,$19900.12,$5934.12,$4953.62
176 - PULMONARY EMBOLISM W/O MCC,520030,ASPIRUS WAUSAU HOSPITAL,333 PINE RIDGE BLVD,WAUSAU,WI,54401,WI - Wausau,29,$18081.44,$7028.37,$4968.27
176 - PULMONARY EMBOLISM W/O MCC,520037,MINISTRY SAINT JOSEPH'S HOSPITAL,611 ST JOSEPH AVE,MARSHFIELD,WI,54449,WI - Marshfield,21,$15971.19,$7515.66,$6669.42
176 - PULMONARY EMBOLISM W/O MCC,520045,THEDA CLARK MED CTR,130 2ND ST,NEENAH,WI,54956,WI - Neenah,13,$10573.23,$7178.92,$4852.07
176 - PULMONARY EMBOLISM W/O MCC,520049,BELLIN MEMORIAL HSPTL,744 S WEBSTER AVE,GREEN BAY,WI,54305,WI - Green Bay,26,$12946.65,$6261.38,$4644.07
176 - PULMONARY EMBOLISM W/O MCC,520051,COLUMBIA ST MARYS HSPTL  MILW (COL & MILW CAMPUS),2323 N LAKE DR,MILWAUKEE,WI,53211,WI - Milwaukee,21,$16783.19,$7729.33,$6926.85
176 - PULMONARY EMBOLISM W/O MCC,520063,ST JOSEPHS COM HSPTL WEST BEND,3200 PLEASANT VALLEY ROAD,WEST BEND,WI,53095,WI - Milwaukee,12,$15431.08,$6054.00,$5116.00
176 - PULMONARY EMBOLISM W/O MCC,520066,MERCY HLTH SYS CORP,1000 MINERAL POINT AVE,JANESVILLE,WI,53548,WI - Madison,27,$15609.85,$6591.66,$5632.11
176 - PULMONARY EMBOLISM W/O MCC,520070,MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL,1221 WHIPPLE ST,EAU CLAIRE,WI,54703,MN - Minneapolis,22,$19093.95,$6054.04,$5135.13
176 - PULMONARY EMBOLISM W/O MCC,520083,ST MARY'S HOSPITAL,700 SOUTH PARK ST,MADISON,WI,53715,WI - Madison,46,$21750.78,$7495.10,$6204.15
176 - PULMONARY EMBOLISM W/O MCC,520087,GUNDERSEN LUTH MED CTR,1910 SOUTH AVE,LA CROSSE,WI,54601,WI - La Crosse,14,$13473.50,$7080.07,$6114.35
176 - PULMONARY EMBOLISM W/O MCC,520089,MERITER HSPTL,202 S PARK ST,MADISON,WI,53715,WI - Madison,22,$17071.22,$7902.77,$6517.09
176 - PULMONARY EMBOLISM W/O MCC,520091,HOWARD YOUNG MED CTR,240 MAPLE ST PO BOX 470,WOODRUFF,WI,54568,WI - Marshfield,11,$18284.36,$7588.18,$6667.81
176 - PULMONARY EMBOLISM W/O MCC,520096,WHEATON FRANCISCAN HEALTHCARE- ALL SAINTS,3801 SPRING ST,RACINE,WI,53405,WI - Milwaukee,29,$14056.96,$6997.27,$6068.17
176 - PULMONARY EMBOLISM W/O MCC,520098,UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,600 HIGHLAND AVENUE,MADISON,WI,53792,WI - Madison,31,$16461.48,$10597.96,$9146.54
176 - PULMONARY EMBOLISM W/O MCC,520100,BELOIT MEM HSPTL,1969 W HART RD,BELOIT,WI,53511,WI - Madison,14,$24492.28,$6169.92,$5363.64
176 - PULMONARY EMBOLISM W/O MCC,520102,AURORA LAKELAND MED CTR,W3985 CTY RD NN,ELKHORN,WI,53121,WI - Milwaukee,11,$16201.54,$6290.36,$5267.09
176 - PULMONARY EMBOLISM W/O MCC,520103,COMMUNITY MEM HSPTL,W180 N8085 TOWN HALL RD,MENOMONEE FALLS,WI,53051,WI - Milwaukee,17,$15563.82,$6041.70,$4983.82
176 - PULMONARY EMBOLISM W/O MCC,520107,HOLY FAMILY MEMORIAL INC,2300 WESTERN AVE PO BOX 1450,MANITOWOC,WI,54221,WI - Green Bay,13,$13667.46,$5980.46,$5199.23
176 - PULMONARY EMBOLISM W/O MCC,520113,BAY AREA MED CTR,3100 SHORE DR,MARINETTE,WI,54143,WI - Green Bay,16,$16239.25,$6562.06,$5167.06
176 - PULMONARY EMBOLISM W/O MCC,520136,"WHEATON FRANCISCAN, INC- ST JOSEPH",5000 W CHAMBERS ST,MILWAUKEE,WI,53210,WI - Milwaukee,14,$19407.85,$8519.71,$7884.28
176 - PULMONARY EMBOLISM W/O MCC,520138,AURORA ST LUKES MEDICAL CENTER,2900 W OKLAHOMA AVE,MILWAUKEE,WI,53215,WI - Milwaukee,69,$29008.50,$8347.66,$6427.53
176 - PULMONARY EMBOLISM W/O MCC,520139,AURORA WEST ALLIS MEDICAL CENTER,8901 W LINCOLN AVE,WEST ALLIS,WI,53227,WI - Milwaukee,30,$22991.13,$6309.20,$5338.80
176 - PULMONARY EMBOLISM W/O MCC,520160,APPLETON MED CTR,1818 N MEADE ST,APPLETON,WI,54911,WI - Appleton,14,$7530.92,$6209.42,$4157.50
176 - PULMONARY EMBOLISM W/O MCC,520177,FROEDTERT MEM LUTHERAN HSPTL,9200 W WISCONSIN AVE,MILWAUKEE,WI,53226,WI - Milwaukee,33,$20084.90,$9740.93,$7287.69
176 - PULMONARY EMBOLISM W/O MCC,520189,AURORA MED CTR KENOSHA,10400 75TH ST,KENOSHA,WI,53142,WI - Milwaukee,16,$22870.18,$7014.93,$5612.87
176 - PULMONARY EMBOLISM W/O MCC,520207,AURORA MEDICAL CENTER,975 PORT WASHINGTON ROAD,GRAFTON,WI,53024,WI - Milwaukee,11,$18537.09,$5404.27,$4298.00
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,520021,UNITED HSPTL SYS,6308 EIGHTH AVE,KENOSHA,WI,53143,WI - Milwaukee,22,$21478.00,$7679.00,$7014.45
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,520002,MINISTRY ST MICHAELS HOSPITAL OF STEVENS POINT,900 ILLINOIS AVE,STEVENS POINT,WI,54481,WI - Marshfield,44,$26297.97,$11748.88,$11005.70
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,520004,"MAYO CLINIC HLTH SYSTEM- FRANCISCAN MED CTR, INC",700 WEST AVE S,LA CROSSE,WI,54601,WI - La Crosse,13,$32979.53,$13200.07,$12593.00
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,520008,WAUKESHA MEMORIAL HOSPITAL,725 AMERICAN AVE,WAUKESHA,WI,53188,WI - Milwaukee,36,$34922.77,$11747.38,$11091.50
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,520009,ST ELIZABETH HSPTL,1506 S ONEIDA ST,APPLETON,WI,54915,WI - Appleton,32,$20454.75,$10887.40,$10328.40
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,520013,SACRED HEART HSPTL,900 W CLAIREMONT AVE,EAU CLAIRE,WI,54701,MN - Minneapolis,30,$42057.53,$13625.53,$12358.63
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,520019,MINISTRY ST MARYS HOSPITAL,2251 NORTH SHORE DR,RHINELANDER,WI,54501,WI - Wausau,30,$28372.93,$12633.66,$11960.86
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,520027,"COLUMBIA ST MARY'S HOSPITAL OZAUKEE, INC",13111 N PORT WASHINGTON RD,MEQUON,WI,53097,WI - Milwaukee,35,$39419.85,$11866.37,$11163.05
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,520030,ASPIRUS WAUSAU HOSPITAL,333 PINE RIDGE BLVD,WAUSAU,WI,54401,WI - Wausau,15,$33063.40,$15680.73,$9719.33
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,520035,AURORA SHEBOYGAN MEM MED CTR,2629 N 7TH ST,SHEBOYGAN,WI,53083,WI - Milwaukee,14,$21457.07,$10735.21,$10014.28
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,520037,MINISTRY SAINT JOSEPH'S HOSPITAL,611 ST JOSEPH AVE,MARSHFIELD,WI,54449,WI - Marshfield,18,$43899.22,$15203.22,$14749.11
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,520044,ST NICHOLAS HOSPITAL,3100 SUPERIOR AVE,SHEBOYGAN,WI,53081,WI - Milwaukee,12,$23657.00,$10565.91,$9716.91
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,520048,MERCY MED CTR OF OSHKOSH,500 S OAKWOOD RD,OSHKOSH,WI,54904,WI - Neenah,19,$25671.84,$12127.73,$10646.26
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,520051,COLUMBIA ST MARYS HSPTL  MILW (COL & MILW CAMPUS),2323 N LAKE DR,MILWAUKEE,WI,53211,WI - Milwaukee,22,$48287.90,$17157.36,$13854.68
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,520062,OCONOMOWOC MEM HSPTL,791 E SUMMIT AVE,OCONOMOWOC,WI,53066,WI - Milwaukee,15,$21645.00,$10311.26,$9860.60
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,520066,MERCY HLTH SYS CORP,1000 MINERAL POINT AVE,JANESVILLE,WI,53548,WI - Madison,18,$34470.33,$12266.66,$11830.00
