gameId,playId,playDescription,quarter,down,yardsToGo,possessionTeam,specialTeamsPlayType,specialTeamsResult,kickerId,yardlineSide,yardlineNumber,gameClock,kickLength,displayName,season,week,gameDate,homeTeamAbbr,visitorTeamAbbr,seasonType
2025_01_ARI_NO,645,"(5:07) 38-C.Ryland 42 yard field goal is GOOD, Center-46-A.Brewer, Holder-12-B.Gillikin.",1,4,12,ARI,Field Goal,Kick Attempt Good,00-0038567,NO,24.0,05:07:00,42.0,C.Ryland,2025,1,2025-09-07,NO,ARI,REG
2025_01_ARI_NO,1680,"(5:02) 19-B.Grupe 36 yard field goal is GOOD, Center-49-Z.Wood, Holder-32-K.Kroeger.",2,4,5,NO,Field Goal,Kick Attempt Good,00-0038905,ARI,18.0,05:02:00,36.0,B.Grupe,2025,1,2025-09-07,NO,ARI,REG
2025_01_ARI_NO,2488,"(9:21) 38-C.Ryland 50 yard field goal is GOOD, Center-46-A.Brewer, Holder-12-B.Gillikin.",3,4,12,ARI,Field Goal,Kick Attempt Good,00-0038567,NO,32.0,09:21:00,50.0,C.Ryland,2025,1,2025-09-07,NO,ARI,REG
2025_01_ARI_NO,2896,"(3:59) 19-B.Grupe 37 yard field goal is No Good, Wide Left, Center-49-Z.Wood, Holder-32-K.Kroeger.",3,4,5,NO,Field Goal,Kick Attempt No Good,00-0038905,ARI,20.0,03:59:00,37.0,B.Grupe,2025,1,2025-09-07,NO,ARI,REG
2025_01_ARI_NO,3903,"(4:40) 38-C.Ryland 46 yard field goal is BLOCKED (90-B.Bresee), Center-46-A.Brewer, Holder-12-B.Gillikin.",4,4,10,ARI,Field Goal,Blocked Kick Attempt,00-0038567,NO,28.0,04:40:00,46.0,C.Ryland,2025,1,2025-09-07,NO,ARI,REG
2025_01_ARI_NO,4166,"(2:44) 19-B.Grupe 28 yard field goal is GOOD, Center-49-Z.Wood, Holder-32-K.Kroeger.",4,4,10,NO,Field Goal,Kick Attempt Good,00-0038905,ARI,10.0,02:44:00,28.0,B.Grupe,2025,1,2025-09-07,NO,ARI,REG
2025_01_BAL_BUF,636,"(3:43) 33-T.Loop 52 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout.",1,4,22,BAL,Field Goal,Kick Attempt Good,00-0040074,BUF,34.0,03:43:00,52.0,T.Loop,2025,1,2025-09-07,BUF,BAL,REG
2025_01_BAL_BUF,1571,"(2:51) 15-M.Prater 25 yard field goal is GOOD, Center-69-R.Ferguson, Holder-40-B.Robbins.",2,4,5,BUF,Field Goal,Kick Attempt Good,00-0023853,BAL,7.0,02:51:00,25.0,M.Prater,2025,1,2025-09-07,BUF,BAL,REG
2025_01_BAL_BUF,1833,"(:35) 33-T.Loop 49 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout.",2,4,24,BAL,Field Goal,Kick Attempt Good,00-0040074,BUF,31.0,00:35:00,49.0,T.Loop,2025,1,2025-09-07,BUF,BAL,REG
2025_01_BAL_BUF,1968,"(:01) 15-M.Prater 43 yard field goal is GOOD, Center-69-R.Ferguson, Holder-40-B.Robbins.",2,1,10,BUF,Field Goal,Kick Attempt Good,00-0023853,BAL,25.0,00:01:00,43.0,M.Prater,2025,1,2025-09-07,BUF,BAL,REG
2025_01_BAL_BUF,4673,"(:03) 15-M.Prater 32 yard field goal is GOOD, Center-69-R.Ferguson, Holder-40-B.Robbins.",4,4,14,BUF,Field Goal,Kick Attempt Good,00-0023853,BAL,14.0,00:03:00,32.0,M.Prater,2025,1,2025-09-07,BUF,BAL,REG
2025_01_CAR_JAX,446,"(8:18) 39-C.Little 35 yard field goal is GOOD, Center-46-R.Matiscik, Holder-9-L.Cooke.",1,4,8,JAX,Field Goal,Kick Attempt Good,00-0039409,CAR,17.0,08:18:00,35.0,C.Little,2025,1,2025-09-07,JAX,CAR,REG
2025_01_CAR_JAX,791,"(:41) 10-R.Fitzgerald 48 yard field goal is GOOD, Center-44-J.Jansen, Holder-6-S.Martin.",1,4,5,CAR,Field Goal,Kick Attempt Good,00-0040279,JAX,30.0,00:41:00,48.0,R.Fitzgerald,2025,1,2025-09-07,JAX,CAR,REG
2025_01_CAR_JAX,2093,"(:06) 39-C.Little 47 yard field goal is GOOD, Center-46-R.Matiscik, Holder-9-L.Cooke. PENALTY on CAR-95-D.Brown, Unnecessary Roughness, 15 yards, enforced between downs.",2,1,10,JAX,Field Goal,Kick Attempt Good,00-0039409,CAR,29.0,00:06:00,47.0,C.Little,2025,1,2025-09-07,JAX,CAR,REG
2025_01_CAR_JAX,3514,"(7:12) 39-C.Little 36 yard field goal is GOOD, Center-46-R.Matiscik, Holder-9-L.Cooke.",4,4,9,JAX,Field Goal,Kick Attempt Good,00-0039409,CAR,18.0,07:12:00,36.0,C.Little,2025,1,2025-09-07,JAX,CAR,REG
2025_01_CAR_JAX,4055,"(2:00) 39-C.Little 28 yard field goal is GOOD, Center-46-R.Matiscik, Holder-9-L.Cooke.",4,4,3,JAX,Field Goal,Kick Attempt Good,00-0039409,CAR,10.0,02:00:00,28.0,C.Little,2025,1,2025-09-07,JAX,CAR,REG
2025_01_CIN_CLE,1916,"(:27) 25-A.Szmyt 45 yard field goal is GOOD, Center-50-R.Sunahara, Holder-13-C.Bojorquez.",2,4,5,CLE,Field Goal,Kick Attempt Good,00-0038428,CIN,27.0,00:27:00,45.0,A.Szmyt,2025,1,2025-09-07,CLE,CIN,REG
2025_01_CIN_CLE,2869,"(2:52) 2-E.McPherson 35 yard field goal is GOOD, Center-46-W.Wagner, Holder-8-R.Rehkow.",3,4,4,CIN,Field Goal,Kick Attempt Good,00-0036854,CLE,17.0,02:52:00,35.0,E.McPherson,2025,1,2025-09-07,CLE,CIN,REG
2025_01_CIN_CLE,3730,"(2:25) 25-A.Szmyt 36 yard field goal is No Good, Wide Right, Center-50-R.Sunahara, Holder-13-C.Bojorquez.",4,4,15,CLE,Field Goal,Kick Attempt No Good,00-0038428,CIN,18.0,02:25:00,36.0,A.Szmyt,2025,1,2025-09-07,CLE,CIN,REG
2025_01_DAL_PHI,1531,"(2:38) 17-B.Aubrey 41 yard field goal is GOOD, Center-44-T.Sieg, Holder-5-B.Anger.",2,4,10,DAL,Field Goal,Kick Attempt Good,00-0037692,PHI,23.0,02:38:00,41.0,B.Aubrey,2025,1,2025-09-04,PHI,DAL,REG
2025_01_DAL_PHI,2091,"(:03) 17-B.Aubrey 53 yard field goal is GOOD, Center-44-T.Sieg, Holder-5-B.Anger.",2,2,10,DAL,Field Goal,Kick Attempt Good,00-0037692,PHI,35.0,00:03:00,53.0,B.Aubrey,2025,1,2025-09-04,PHI,DAL,REG
2025_01_DAL_PHI,2377,"(8:35) 4-J.Elliott 58 yard field goal is GOOD, Center-47-C.Hughlett, Holder-10-B.Mann.",3,4,14,PHI,Field Goal,Kick Attempt Good,00-0033787,DAL,40.0,08:35:00,58.0,J.Elliott,2025,1,2025-09-04,PHI,DAL,REG
2025_01_DET_GB,741,"(4:02) 17-B.McManus 34 yard field goal is GOOD, Center-42-M.Orzech, Holder-19-D.Whelan.",1,4,3,GB,Field Goal,Kick Attempt Good,00-0029822,DET,16.0,04:02:00,34.0,B.McManus,2025,1,2025-09-07,GB,DET,REG
2025_01_DET_GB,1292,"(9:30) 39-J.Bates 30 yard field goal is GOOD, Center-49-H.Hatten, Holder-3-J.Fox.",2,4,5,DET,Field Goal,Kick Attempt Good,00-0039172,GB,12.0,09:30:00,30.0,J.Bates,2025,1,2025-09-07,GB,DET,REG
2025_01_DET_GB,2141,"(9:43) 39-J.Bates 27 yard field goal is GOOD, Center-49-H.Hatten, Holder-3-J.Fox.",3,4,9,DET,Field Goal,Kick Attempt Good,00-0039172,GB,9.0,09:43:00,27.0,J.Bates,2025,1,2025-09-07,GB,DET,REG
2025_01_DET_GB,3321,"(4:25) 17-B.McManus 38 yard field goal is GOOD, Center-42-M.Orzech, Holder-19-D.Whelan.",4,4,3,GB,Field Goal,Kick Attempt Good,00-0029822,DET,20.0,04:25:00,38.0,B.McManus,2025,1,2025-09-07,GB,DET,REG
2025_01_HOU_LA,781,"(1:20) 15-K.Fairbairn 51 yard field goal is GOOD, Center-40-A.Brinkman, Holder-6-T.Townsend.",1,4,7,HOU,Field Goal,Kick Attempt Good,00-0032726,LA,33.0,01:20:00,51.0,K.Fairbairn,2025,1,2025-09-07,LA,HOU,REG
2025_01_HOU_LA,1531,"(4:52) 15-K.Fairbairn 45 yard field goal is GOOD, Center-40-A.Brinkman, Holder-6-T.Townsend.",2,4,20,HOU,Field Goal,Kick Attempt Good,00-0032726,LA,27.0,04:52:00,45.0,K.Fairbairn,2025,1,2025-09-07,LA,HOU,REG
2025_01_HOU_LA,2074,"(:03) 15-K.Fairbairn 53 yard field goal is GOOD, Center-40-A.Brinkman, Holder-6-T.Townsend.",2,1,10,HOU,Field Goal,Kick Attempt Good,00-0032726,LA,35.0,00:03:00,53.0,K.Fairbairn,2025,1,2025-09-07,LA,HOU,REG
2025_01_KC_LAC,1132,"(13:50) 11-C.Dicker 39 yard field goal is GOOD, Center-41-R.Lovato, Holder-16-J.Scott. Penalty on KC-2-J.Williams, Defensive Offside, declined.",2,4,16,LAC,Field Goal,Kick Attempt Good,00-0037224,KC,21.0,13:50:00,39.0,C.Dicker,2025,1,2025-09-05,LAC,KC,REG
2025_01_KC_LAC,1633,"(4:53) 7-H.Butker 35 yard field goal is GOOD, Center-41-J.Winchester, Holder-14-M.Araiza.",2,4,17,KC,Field Goal,Kick Attempt Good,00-0033303,LAC,17.0,04:53:00,35.0,H.Butker,2025,1,2025-09-05,LAC,KC,REG
2025_01_KC_LAC,1988,"(:49) 11-C.Dicker 36 yard field goal is GOOD, Center-41-R.Lovato, Holder-16-J.Scott.",2,4,8,LAC,Field Goal,Kick Attempt Good,00-0037224,KC,18.0,00:49:00,36.0,C.Dicker,2025,1,2025-09-05,LAC,KC,REG
2025_01_KC_LAC,2182,"(:03) 7-H.Butker 59 yard field goal is GOOD, Center-41-J.Winchester, Holder-14-M.Araiza.",2,4,17,KC,Field Goal,Kick Attempt Good,00-0033303,LAC,40.0,00:03:00,59.0,H.Butker,2025,1,2025-09-05,LAC,KC,REG
2025_01_KC_LAC,3900,"(2:37) 7-H.Butker 27 yard field goal is GOOD, Center-41-J.Winchester, Holder-14-M.Araiza.",4,4,9,KC,Field Goal,Kick Attempt Good,00-0033303,LAC,9.0,02:37:00,27.0,H.Butker,2025,1,2025-09-05,LAC,KC,REG
2025_01_LV_NE,1450,"(9:11) 36-A.Borregales 40 yard field goal is No Good, Wide Right, Center-47-J.Ashby, Holder-17-B.Baringer.",2,4,17,NE,Field Goal,Kick Attempt No Good,00-0040200,LV,22.0,09:11:00,40.0,A.Borregales,2025,1,2025-09-07,NE,LV,REG
2025_01_LV_NE,1847,"(2:00) 36-A.Borregales 35 yard field goal is GOOD, Center-47-J.Ashby, Holder-17-B.Baringer.",2,4,2,NE,Field Goal,Kick Attempt Good,00-0040200,LV,17.0,02:00:00,35.0,A.Borregales,2025,1,2025-09-07,NE,LV,REG
2025_01_LV_NE,2283,"(:02) 8-D.Carlson 58 yard field goal is No Good, Wide Left, Center-50-J.Bobenmoyer, Holder-6-A.Cole.",2,2,10,LV,Field Goal,Kick Attempt No Good,00-0034161,NE,40.0,00:02:00,58.0,D.Carlson,2025,1,2025-09-07,NE,LV,REG
2025_01_LV_NE,3230,"(:56) 8-D.Carlson 51 yard field goal is GOOD, Center-50-J.Bobenmoyer, Holder-6-A.Cole.",3,4,7,LV,Field Goal,Kick Attempt Good,00-0034161,NE,32.0,00:56:00,51.0,D.Carlson,2025,1,2025-09-07,NE,LV,REG
2025_01_LV_NE,3789,"(6:50) 8-D.Carlson 40 yard field goal is GOOD, Center-50-J.Bobenmoyer, Holder-6-A.Cole.",4,4,2,LV,Field Goal,Kick Attempt Good,00-0034161,NE,22.0,06:50:00,40.0,D.Carlson,2025,1,2025-09-07,NE,LV,REG
2025_01_LV_NE,4456,"(:22) 36-A.Borregales 44 yard field goal is GOOD, Center-47-J.Ashby, Holder-17-B.Baringer.",4,3,10,NE,Field Goal,Kick Attempt Good,00-0040200,LV,26.0,00:22:00,44.0,A.Borregales,2025,1,2025-09-07,NE,LV,REG
2025_01_MIA_IND,263,"(10:41) 3-S.Shrader 24 yard field goal is GOOD, Center-46-L.Rhodes, Holder-8-R.Sanchez.",1,4,5,IND,Field Goal,Kick Attempt Good,00-0039576,MIA,6.0,10:41:00,24.0,S.Shrader,2025,1,2025-09-07,IND,MIA,REG
2025_01_MIA_IND,1800,"(:03) 3-S.Shrader 35 yard field goal is GOOD, Center-46-L.Rhodes, Holder-8-R.Sanchez.",2,4,5,IND,Field Goal,Kick Attempt Good,00-0039576,MIA,16.0,00:03:00,35.0,S.Shrader,2025,1,2025-09-07,IND,MIA,REG
2025_01_MIA_IND,2232,"(7:33) 3-S.Shrader 28 yard field goal is GOOD, Center-46-L.Rhodes, Holder-8-R.Sanchez.",3,4,9,IND,Field Goal,Kick Attempt Good,00-0039576,MIA,10.0,07:33:00,28.0,S.Shrader,2025,1,2025-09-07,IND,MIA,REG
2025_01_MIA_IND,3400,"(2:28) 3-S.Shrader 48 yard field goal is GOOD, Center-46-L.Rhodes, Holder-8-R.Sanchez.",4,4,10,IND,Field Goal,Kick Attempt Good,00-0039576,MIA,30.0,02:28:00,48.0,S.Shrader,2025,1,2025-09-07,IND,MIA,REG
2025_01_MIN_CHI,961,"(12:51) 16-W.Reichard 31 yard field goal is GOOD, Center-42-A.DePaola, Holder-17-R.Wright.",2,4,8,MIN,Field Goal,Kick Attempt Good,00-0039404,CHI,14.0,12:51:00,31.0,W.Reichard,2025,1,2025-09-08,CHI,MIN,REG
2025_01_MIN_CHI,1822,"(:28) 8-C.Santos 42 yard field goal is GOOD, Center-46-S.Daly, Holder-19-T.Taylor.",2,4,2,CHI,Field Goal,Kick Attempt Good,00-0031203,MIN,24.0,00:28:00,42.0,C.Santos,2025,1,2025-09-08,CHI,MIN,REG
2025_01_MIN_CHI,1902,"(:11) 16-W.Reichard 59 yard field goal is GOOD, Center-42-A.DePaola, Holder-17-R.Wright.",2,1,10,MIN,Field Goal,Kick Attempt Good,00-0039404,CHI,41.0,00:11:00,59.0,W.Reichard,2025,1,2025-09-08,CHI,MIN,REG
2025_01_MIN_CHI,3054,"(15:00) 8-C.Santos 50 yard field goal is No Good, Wide Right, Center-46-S.Daly, Holder-19-T.Taylor.",4,4,18,CHI,Field Goal,Kick Attempt No Good,00-0031203,MIN,32.0,15:00:00,50.0,C.Santos,2025,1,2025-09-08,CHI,MIN,REG
2025_01_NYG_WAS,1103,"(14:00) 9-G.Gano 21 yard field goal is GOOD, Center-59-C.Kreiter, Holder-12-J.Gillan.",2,4,2,NYG,Field Goal,Kick Attempt Good,00-0026858,WAS,2.0,14:00:00,21.0,G.Gano,2025,1,2025-09-07,WAS,NYG,REG
2025_01_NYG_WAS,3266,"(1:47) 9-G.Gano 55 yard field goal is GOOD, Center-59-C.Kreiter, Holder-12-J.Gillan.",3,4,14,NYG,Field Goal,Kick Attempt Good,00-0026858,WAS,37.0,01:47:00,55.0,G.Gano,2025,1,2025-09-07,WAS,NYG,REG
2025_01_PIT_NYJ,264,"(9:19) 6-N.Folk 35 yard field goal is GOOD, Center-42-T.Hennessy, Holder-14-A.McNamara.",1,4,8,NYJ,Field Goal,Kick Attempt Good,00-0025565,PIT,17.0,09:19:00,35.0,N.Folk,2025,1,2025-09-07,NYJ,PIT,REG
2025_01_PIT_NYJ,963,"(13:30) 9-C.Boswell 56 yard field goal is GOOD, Center-46-C.Kuntz, Holder-3-C.Waitman.",2,4,6,PIT,Field Goal,Kick Attempt Good,00-0031136,NYJ,37.0,13:30:00,56.0,C.Boswell,2025,1,2025-09-07,NYJ,PIT,REG
2025_01_PIT_NYJ,1521,"(2:59) 6-N.Folk 51 yard field goal is GOOD, Center-42-T.Hennessy, Holder-14-A.McNamara.",2,4,5,NYJ,Field Goal,Kick Attempt Good,00-0025565,PIT,33.0,02:59:00,51.0,N.Folk,2025,1,2025-09-07,NYJ,PIT,REG
2025_01_PIT_NYJ,3861,"(1:08) 9-C.Boswell 60 yard field goal is GOOD, Center-46-C.Kuntz, Holder-3-C.Waitman.",4,4,11,PIT,Field Goal,Kick Attempt Good,00-0031136,NYJ,42.0,01:08:00,60.0,C.Boswell,2025,1,2025-09-07,NYJ,PIT,REG
2025_01_SF_SEA,1856,"(1:00) 4-J.Moody 27 yard field goal is No Good, Hit Left Upright, Center-46-J.Weeks, Holder-7-T.Morstead.",2,4,8,SF,Field Goal,Kick Attempt No Good,00-0038562,SEA,8.0,01:00:00,27.0,J.Moody,2025,1,2025-09-07,SEA,SF,REG
2025_01_SF_SEA,2066,"(:07) 5-J.Myers 48 yard field goal is GOOD, Center-41-C.Stoll, Holder-4-M.Dickson.",2,3,1,SEA,Field Goal,Kick Attempt Good,00-0031492,SF,30.0,00:07:00,48.0,J.Myers,2025,1,2025-09-07,SEA,SF,REG
2025_01_SF_SEA,2773,"(2:21) 4-J.Moody 36 yard field goal is BLOCKED (20-J.Love), Center-46-J.Weeks, Holder-7-T.Morstead, RECOVERED by SEA-0-D.Lawrence at SEA 23. 0-D.Lawrence to SEA 31 for 8 yards (68-C.McKivitz).",3,4,2,SF,Field Goal,Blocked Kick Attempt,00-0038562,SEA,18.0,02:21:00,36.0,J.Moody,2025,1,2025-09-07,SEA,SF,REG
2025_01_SF_SEA,3321,"(9:45) 4-J.Moody 32 yard field goal is GOOD, Center-46-J.Weeks, Holder-7-T.Morstead.",4,4,14,SF,Field Goal,Kick Attempt Good,00-0038562,SEA,14.0,09:45:00,32.0,J.Moody,2025,1,2025-09-07,SEA,SF,REG
2025_01_SF_SEA,3811,"(3:28) 5-J.Myers 37 yard field goal is GOOD, Center-41-C.Stoll, Holder-4-M.Dickson.",4,4,1,SEA,Field Goal,Kick Attempt Good,00-0031492,SF,19.0,03:28:00,37.0,J.Myers,2025,1,2025-09-07,SEA,SF,REG
2025_01_TB_ATL,1161,"(10:21) 4-C.McLaughlin 48 yard field goal is GOOD, Center-86-E.Deckers, Holder-9-R.Dixon.",2,4,6,TB,Field Goal,Kick Attempt Good,00-0035358,ATL,30.0,10:21:00,48.0,C.McLaughlin,2025,1,2025-09-07,ATL,TB,REG
2025_01_TB_ATL,1850,"(:57) 6-Y.Koo 41 yard field goal is GOOD, Center-49-L.McCullough, Holder-13-B.Pinion.",2,4,7,ATL,Field Goal,Kick Attempt Good,00-0033702,TB,22.0,00:57:00,41.0,Y.Koo,2025,1,2025-09-07,ATL,TB,REG
2025_01_TB_ATL,2300,"(11:46) 4-C.McLaughlin 44 yard field goal is No Good, Wide Left, Center-86-E.Deckers, Holder-9-R.Dixon.",3,4,6,TB,Field Goal,Kick Attempt No Good,00-0035358,ATL,26.0,11:46:00,44.0,C.McLaughlin,2025,1,2025-09-07,ATL,TB,REG
2025_01_TB_ATL,2947,"(:23) 6-Y.Koo 36 yard field goal is GOOD, Center-49-L.McCullough, Holder-13-B.Pinion.",3,4,13,ATL,Field Goal,Kick Attempt Good,00-0033702,TB,18.0,00:23:00,36.0,Y.Koo,2025,1,2025-09-07,ATL,TB,REG
2025_01_TB_ATL,4394,"(:06) 6-Y.Koo 44 yard field goal is No Good, Wide Right, Center-49-L.McCullough, Holder-13-B.Pinion.",4,3,10,ATL,Field Goal,Kick Attempt No Good,00-0033702,TB,26.0,00:06:00,44.0,Y.Koo,2025,1,2025-09-07,ATL,TB,REG
2025_01_TEN_DEN,262,"(12:03) 6-J.Slye 50 yard field goal is GOOD, Center-46-M.Cox, Holder-3-J.Hekker.",1,4,6,TEN,Field Goal,Kick Attempt Good,00-0035192,DEN,32.0,12:03:00,50.0,J.Slye,2025,1,2025-09-07,DEN,TEN,REG
2025_01_TEN_DEN,580,"(8:39) 3-W.Lutz 39 yard field goal is GOOD, Center-48-M.Fraboni, Holder-16-J.Crawshaw.",1,4,15,DEN,Field Goal,Kick Attempt Good,00-0032569,TEN,21.0,08:39:00,39.0,W.Lutz,2025,1,2025-09-07,DEN,TEN,REG
2025_01_TEN_DEN,1802,"(2:19) 6-J.Slye 33 yard field goal is GOOD, Center-46-M.Cox, Holder-3-J.Hekker.",2,4,15,TEN,Field Goal,Kick Attempt Good,00-0035192,DEN,15.0,02:19:00,33.0,J.Slye,2025,1,2025-09-07,DEN,TEN,REG
2025_01_TEN_DEN,2272,"(:06) 6-J.Slye 42 yard field goal is GOOD, Center-46-M.Cox, Holder-3-J.Hekker.",2,1,10,TEN,Field Goal,Kick Attempt Good,00-0035192,DEN,24.0,00:06:00,42.0,J.Slye,2025,1,2025-09-07,DEN,TEN,REG
2025_01_TEN_DEN,2498,"(11:59) 6-J.Slye 35 yard field goal is GOOD, Center-46-M.Cox, Holder-3-J.Hekker.",3,4,1,TEN,Field Goal,Kick Attempt Good,00-0035192,DEN,17.0,11:59:00,35.0,J.Slye,2025,1,2025-09-07,DEN,TEN,REG
2025_01_TEN_DEN,2928,"(4:20) 3-W.Lutz 33 yard field goal is GOOD, Center-48-M.Fraboni, Holder-16-J.Crawshaw.",3,4,7,DEN,Field Goal,Kick Attempt Good,00-0032569,TEN,15.0,04:20:00,33.0,W.Lutz,2025,1,2025-09-07,DEN,TEN,REG
2025_02_ATL_MIN,225,"(11:15) 39-J.Romo 38 yard field goal is GOOD, Center-49-L.McCullough, Holder-13-B.Pinion.",1,4,7,ATL,Field Goal,Kick Attempt Good,00-0037542,MIN,20.0,11:15:00,38.0,J.Romo,2025,2,2025-09-14,MIN,ATL,REG
2025_02_ATL_MIN,531,"(6:51) 39-J.Romo 29 yard field goal is GOOD, Center-49-L.McCullough, Holder-13-B.Pinion.",1,4,5,ATL,Field Goal,Kick Attempt Good,00-0037542,MIN,10.0,06:51:00,29.0,J.Romo,2025,2,2025-09-14,MIN,ATL,REG
2025_02_ATL_MIN,1342,"(7:08) 16-W.Reichard 33 yard field goal is GOOD, Center-42-A.DePaola, Holder-17-R.Wright.",2,4,15,MIN,Field Goal,Kick Attempt Good,00-0039404,ATL,15.0,07:08:00,33.0,W.Reichard,2025,2,2025-09-14,MIN,ATL,REG
2025_02_ATL_MIN,1855,"(:28) 39-J.Romo 33 yard field goal is GOOD, Center-49-L.McCullough, Holder-13-B.Pinion.",2,4,6,ATL,Field Goal,Kick Attempt Good,00-0037542,MIN,15.0,00:28:00,33.0,J.Romo,2025,2,2025-09-14,MIN,ATL,REG
2025_02_ATL_MIN,1953,"(:02) 16-W.Reichard 51 yard field goal is GOOD, Center-42-A.DePaola, Holder-17-R.Wright.",2,1,10,MIN,Field Goal,Kick Attempt Good,00-0039404,ATL,33.0,00:02:00,51.0,W.Reichard,2025,2,2025-09-14,MIN,ATL,REG
2025_02_ATL_MIN,2505,"(6:20) 39-J.Romo 33 yard field goal is GOOD, Center-49-L.McCullough, Holder-13-B.Pinion.",3,4,3,ATL,Field Goal,Kick Attempt Good,00-0037542,MIN,15.0,06:20:00,33.0,J.Romo,2025,2,2025-09-14,MIN,ATL,REG
2025_02_ATL_MIN,3062,"(11:21) 39-J.Romo 54 yard field goal is GOOD, Center-49-L.McCullough, Holder-13-B.Pinion.",4,4,18,ATL,Field Goal,Kick Attempt Good,00-0037542,MIN,36.0,11:21:00,54.0,J.Romo,2025,2,2025-09-14,MIN,ATL,REG
2025_02_BUF_NYJ,704,"(5:04) 15-M.Prater 28 yard field goal is GOOD, Center-69-R.Ferguson, Holder-16-C.Johnston.",1,4,8,BUF,Field Goal,Kick Attempt Good,00-0023853,NYJ,10.0,05:04:00,28.0,M.Prater,2025,2,2025-09-14,NYJ,BUF,REG
2025_02_BUF_NYJ,1195,"(14:06) 15-M.Prater 52 yard field goal is GOOD, Center-69-R.Ferguson, Holder-16-C.Johnston. ** Injury Update: NYJ-51-F.Mauigoa has returned to the game.",2,4,7,BUF,Field Goal,Kick Attempt Good,00-0023853,NYJ,34.0,14:06:00,52.0,M.Prater,2025,2,2025-09-14,NYJ,BUF,REG
2025_02_BUF_NYJ,1659,"(4:25) 6-N.Folk 51 yard field goal is GOOD, Center-42-T.Hennessy, Holder-14-A.McNamara.",2,4,3,NYJ,Field Goal,Kick Attempt Good,00-0025565,BUF,32.0,04:25:00,51.0,N.Folk,2025,2,2025-09-14,NYJ,BUF,REG
2025_02_BUF_NYJ,2475,"(9:04) 15-M.Prater 33 yard field goal is GOOD, Center-69-R.Ferguson, Holder-16-C.Johnston.",3,4,4,BUF,Field Goal,Kick Attempt Good,00-0023853,NYJ,15.0,09:04:00,33.0,M.Prater,2025,2,2025-09-14,NYJ,BUF,REG
2025_02_CAR_ARI,665,"(5:22) 38-C.Ryland 29 yard field goal is GOOD, Center-46-A.Brewer, Holder-12-B.Gillikin.",1,4,11,ARI,Field Goal,Kick Attempt Good,00-0038567,CAR,11.0,05:22:00,29.0,C.Ryland,2025,2,2025-09-14,ARI,CAR,REG
2025_02_CAR_ARI,935,"(:53) 10-R.Fitzgerald 27 yard field goal is GOOD, Center-44-J.Jansen, Holder-6-S.Martin.",1,4,9,CAR,Field Goal,Kick Attempt Good,00-0040279,ARI,9.0,00:53:00,27.0,R.Fitzgerald,2025,2,2025-09-14,ARI,CAR,REG
2025_02_CAR_ARI,1744,"(2:00) 38-C.Ryland 47 yard field goal is GOOD, Center-46-A.Brewer, Holder-12-B.Gillikin.",2,4,10,ARI,Field Goal,Kick Attempt Good,00-0038567,CAR,29.0,02:00:00,47.0,C.Ryland,2025,2,2025-09-14,ARI,CAR,REG
2025_02_CHI_DET,1411,"(12:02) 59-G.Manu, 65-K.Eguakun and 95-P.O'Connor reported in as eligible. 39-J.Bates 55 yard field goal is No Good, Wide Left, Center-49-H.Hatten, Holder-3-J.Fox.",2,4,10,DET,Field Goal,Kick Attempt No Good,00-0039172,CHI,37.0,12:02:00,55.0,J.Bates,2025,2,2025-09-14,DET,CHI,REG
2025_02_CHI_DET,2802,"(10:43) 39-J.Bates 34 yard field goal is GOOD, Center-49-H.Hatten, Holder-3-J.Fox.",3,4,14,DET,Field Goal,Kick Attempt Good,00-0039172,CHI,16.0,10:43:00,34.0,J.Bates,2025,2,2025-09-14,DET,CHI,REG
2025_02_CLE_BAL,679,"(3:10) 33-T.Loop 43 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout.",1,4,7,BAL,Field Goal,Kick Attempt Good,00-0040074,CLE,25.0,03:10:00,43.0,T.Loop,2025,2,2025-09-14,BAL,CLE,REG
2025_02_CLE_BAL,1965,"(:33) 25-A.Szmyt 38 yard field goal is GOOD, Center-50-R.Sunahara, Holder-13-C.Bojorquez.",2,4,2,CLE,Field Goal,Kick Attempt Good,00-0038428,BAL,20.0,00:33:00,38.0,A.Szmyt,2025,2,2025-09-14,BAL,CLE,REG
2025_02_CLE_BAL,2361,"(12:29) 33-T.Loop 32 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout. Penalty on CLE-99-C.Thomas, Defensive Offside, declined.",3,4,14,BAL,Field Goal,Kick Attempt Good,00-0040074,CLE,14.0,12:29:00,32.0,T.Loop,2025,2,2025-09-14,BAL,CLE,REG
2025_02_DEN_IND,276,"(11:54) 3-S.Shrader 29 yard field goal is GOOD, Center-46-L.Rhodes, Holder-8-R.Sanchez.",1,4,7,IND,Field Goal,Kick Attempt Good,00-0039576,DEN,11.0,11:54:00,29.0,S.Shrader,2025,2,2025-09-14,IND,DEN,REG
2025_02_DEN_IND,689,"(4:22) 3-S.Shrader 33 yard field goal is GOOD, Center-46-L.Rhodes, Holder-8-R.Sanchez.",1,4,7,IND,Field Goal,Kick Attempt Good,00-0039576,DEN,15.0,04:22:00,33.0,S.Shrader,2025,2,2025-09-14,IND,DEN,REG
