flight_id,flight_date,quarter,month_number,day_of_week,marketing_carrier_code,operating_carrier_code,origin_airport_code,origin_city_name,origin_state,destination_airport_code,destination_city_name,destination_state,scheduled_departure_hhmm,actual_departure_hhmm,departure_delay_minutes,departure_delayed_15,scheduled_arrival_hhmm,actual_arrival_hhmm,arrival_delay_minutes,arrival_delayed_15,cancelled,cancellation_code,diverted,scheduled_elapsed_minutes,actual_elapsed_minutes,air_time_minutes,distance_miles,carrier_delay_minutes,weather_delay_minutes,national_aviation_system_delay_minutes,security_delay_minutes,late_aircraft_delay_minutes
flt_525bc6129b2bfd9d889ea80ff9e3,2024-08-01,3,8,4,DL,DL,MSP,"Minneapolis, MN",MN,BTV,"Burlington, VT",VT,655,701,6.0,false,1029,1036,7.0,false,false,,false,154.0,155.0,127.0,987.0,,,,,
flt_62446ac78f2081f5a11ca8c707ec,2024-03-22,1,3,5,DL,9E,ORD,"Chicago, IL",IL,JFK,"New York, NY",NY,1033,1049,16.0,true,1345,1425,40.0,true,false,,false,132.0,156.0,102.0,740.0,16.0,0.0,24.0,0.0,0.0
flt_01abb86dfbaeaf4b8d4e8d3881ec,2024-07-15,3,7,1,WN,WN,MDW,"Chicago, IL",IL,AUS,"Austin, TX",TX,735,748,13.0,false,1005,1009,4.0,false,false,,false,150.0,141.0,123.0,972.0,,,,,
flt_a569b6489f5e59f5776617e6562f,2024-06-30,2,6,7,UA,UA,ORD,"Chicago, IL",IL,BWI,"Baltimore, MD",MD,700,654,-6.0,false,954,939,-15.0,false,false,,false,114.0,105.0,85.0,622.0,,,,,
flt_071554147108d218d2372446a199,2024-07-31,3,7,3,WN,WN,MDW,"Chicago, IL",IL,SAV,"Savannah, GA",GA,1045,1112,27.0,true,1345,1414,29.0,true,false,,false,120.0,122.0,108.0,758.0,0.0,0.0,2.0,0.0,27.0
flt_63063b73be0a3429b3c82192530c,2024-03-02,1,3,6,UA,UA,ORD,"Chicago, IL",IL,TPA,"Tampa, FL",FL,1045,1037,-8.0,false,1434,1436,2.0,false,false,,false,169.0,179.0,131.0,1012.0,,,,,
flt_246f54e03a33501f8cc0e1dbe982,2024-02-12,1,2,1,NK,NK,ORD,"Chicago, IL",IL,MCO,"Orlando, FL",FL,1746,1743,-3.0,false,2137,2137,0.0,false,false,,false,171.0,174.0,147.0,1005.0,,,,,
flt_5b9216dfa4ec3f7ac8b9eec9d869,2024-05-13,2,5,1,UA,UA,ORD,"Chicago, IL",IL,CHS,"Charleston, SC",SC,710,707,-3.0,false,1029,1010,-19.0,false,false,,false,139.0,123.0,100.0,760.0,,,,,
flt_e32b039f6836a2b68c76d277c21b,2024-11-15,4,11,5,DL,DL,MSP,"Minneapolis, MN",MN,CLE,"Cleveland, OH",OH,1555,1546,-9.0,false,1843,1822,-21.0,false,false,,false,108.0,96.0,77.0,622.0,,,,,
flt_775e7de7a2df0a6bbb1247ce0f21,2024-12-27,4,12,5,AA,MQ,ORD,"Chicago, IL",IL,MLI,"Moline, IL",IL,2050,2123,33.0,true,2205,2226,21.0,true,false,,false,75.0,63.0,31.0,139.0,21.0,0.0,0.0,0.0,0.0
flt_c58bca40a146cfe0d6e505079566,2024-04-01,2,4,1,UA,UA,ORD,"Chicago, IL",IL,SNA,"Santa Ana, CA",CA,710,705,-5.0,false,944,940,-4.0,false,false,,false,274.0,275.0,245.0,1726.0,,,,,
flt_fdc6fe01177d4af37a5289c1c5c4,2024-10-22,4,10,2,AA,AA,ORD,"Chicago, IL",IL,PHL,"Philadelphia, PA",PA,630,623,-7.0,false,932,934,2.0,false,false,,false,122.0,131.0,106.0,678.0,,,,,
flt_d295a6a3e035bfae6294bcc3d800,2024-02-16,1,2,5,UA,UA,ORD,"Chicago, IL",IL,DCA,"Washington, DC",VA,1755,1754,-1.0,false,2047,2034,-13.0,false,false,,false,112.0,100.0,73.0,612.0,,,,,
flt_c4551406e3939ab7f907b5312874,2024-08-18,3,8,7,DL,DL,ORD,"Chicago, IL",IL,SEA,"Seattle, WA",WA,700,657,-3.0,false,925,923,-2.0,false,false,,false,265.0,266.0,233.0,1721.0,,,,,
flt_986b4040395cde0269bd0e808429,2024-09-12,3,9,4,NK,NK,ORD,"Chicago, IL",IL,LAS,"Las Vegas, NV",NV,1830,1911,41.0,true,2034,2102,28.0,true,false,,false,244.0,231.0,196.0,1514.0,0.0,0.0,0.0,0.0,28.0
flt_11cc3977437d6b94975e326697ce,2024-04-13,2,4,6,DL,DL,MSP,"Minneapolis, MN",MN,FLL,"Fort Lauderdale, FL",FL,1850,1908,18.0,true,2325,2317,-8.0,false,false,,false,215.0,189.0,172.0,1487.0,,,,,
flt_3011197a6adbd72f4a08980c60da,2024-07-19,3,7,5,DL,DL,MKE,"Milwaukee, WI",WI,ATL,"Atlanta, GA",GA,1640,1848,128.0,true,1948,2225,157.0,true,false,,false,128.0,157.0,131.0,669.0,128.0,0.0,29.0,0.0,0.0
flt_0dbca6193a8178c4412f3346a87e,2024-01-26,1,1,5,AA,ZW,MKE,"Milwaukee, WI",WI,ORD,"Chicago, IL",IL,530,523,-7.0,false,633,618,-15.0,false,false,,false,63.0,55.0,27.0,67.0,,,,,
flt_57ef8281e780ed72bf32e96bb82f,2024-12-02,4,12,1,UA,UA,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,1200,1157,-3.0,false,1509,1453,-16.0,false,false,,false,129.0,116.0,101.0,733.0,,,,,
flt_08da4d96f05bc0f5e24bd88401da,2024-08-15,3,8,4,UA,UA,ORD,"Chicago, IL",IL,EWR,"Newark, NJ",NJ,1138,1134,-4.0,false,1501,1432,-29.0,false,false,,false,143.0,118.0,92.0,719.0,,,,,
flt_2e768077a6348467ebfe22e7f354,2024-05-24,2,5,5,UA,UA,ORD,"Chicago, IL",IL,PIT,"Pittsburgh, PA",PA,1425,2203,458.0,true,1701,46,465.0,true,false,,false,96.0,103.0,61.0,413.0,24.0,0.0,7.0,0.0,434.0
flt_ef17053cd252499f5080807287db,2024-07-05,3,7,5,UA,YX,ORD,"Chicago, IL",IL,GSP,"Greer, SC",SC,1410,1407,-3.0,false,1710,1716,6.0,false,false,,false,120.0,129.0,86.0,577.0,,,,,
flt_b067c3d3be53b91b8b7aa7f25904,2024-05-23,2,5,4,AA,MQ,ORD,"Chicago, IL",IL,XNA,"Fayetteville, AR",AR,1516,1516,0.0,false,1706,1700,-6.0,false,false,,false,110.0,104.0,80.0,522.0,,,,,
flt_3493b52197366a95ef56417bf665,2024-02-24,1,2,6,UA,UA,ORD,"Chicago, IL",IL,SLC,"Salt Lake City, UT",UT,910,908,-2.0,false,1157,1146,-11.0,false,false,,false,227.0,218.0,176.0,1250.0,,,,,
flt_d40d639c68d21061cea4897c3a88,2024-02-09,1,2,5,UA,OO,ORD,"Chicago, IL",IL,CAK,"Akron, OH",OH,1440,1437,-3.0,false,1709,1655,-14.0,false,false,,false,89.0,78.0,54.0,343.0,,,,,
flt_36656a469d6301868945245b0f1a,2024-03-16,1,3,6,AA,AA,ORD,"Chicago, IL",IL,DFW,"Dallas/Fort Worth, TX",TX,2026,2022,-4.0,false,2314,2252,-22.0,false,false,,false,168.0,150.0,126.0,802.0,,,,,
flt_78c09e49fd19661fa3e9f2c59ad6,2024-01-20,1,1,6,DL,DL,MKE,"Milwaukee, WI",WI,ATL,"Atlanta, GA",GA,1700,1846,106.0,true,2006,2142,96.0,true,false,,false,126.0,116.0,83.0,669.0,0.0,0.0,0.0,0.0,96.0
flt_9651cd513a29e435a650e97b2e7e,2024-06-15,2,6,6,UA,UA,ORD,"Chicago, IL",IL,LAX,"Los Angeles, CA",CA,1935,2044,69.0,true,2200,2325,85.0,true,false,,false,265.0,281.0,223.0,1744.0,4.0,0.0,16.0,0.0,65.0
flt_54b02b2000c9a0a12c7135f4c952,2024-07-28,3,7,7,AA,AA,ORD,"Chicago, IL",IL,MSY,"New Orleans, LA",LA,1840,1838,-2.0,false,2112,2053,-19.0,false,false,,false,152.0,135.0,107.0,837.0,,,,,
flt_ef3059d0b33f53a4fcf1ae05d1ca,2024-07-27,3,7,6,UA,UA,ORD,"Chicago, IL",IL,SAV,"Savannah, GA",GA,1222,1237,15.0,true,1553,1548,-5.0,false,false,,false,151.0,131.0,106.0,773.0,,,,,
flt_7e989fa492a1a49a571a34703bcb,2024-06-19,2,6,3,AA,AA,MSP,"Minneapolis, MN",MN,ORD,"Chicago, IL",IL,535,525,-10.0,false,709,649,-20.0,false,false,,false,94.0,84.0,58.0,334.0,,,,,
flt_e15c6230dc01884ef79a0d81cabf,2024-10-12,4,10,6,DL,OO,MSP,"Minneapolis, MN",MN,ABR,"Aberdeen, SD",SD,1955,1954,-1.0,false,2110,2055,-15.0,false,false,,false,75.0,61.0,47.0,257.0,,,,,
flt_30e9e902017ccaf7d84cc0e2e5dc,2024-05-26,2,5,7,AA,AA,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,819,810,-9.0,false,1127,1105,-22.0,false,false,,false,128.0,115.0,95.0,733.0,,,,,
flt_5416c1450e7b678ab0e6c46f6fe2,2024-06-19,2,6,3,AA,MQ,ORD,"Chicago, IL",IL,BWI,"Baltimore, MD",MD,820,819,-1.0,false,1129,1111,-18.0,false,false,,false,129.0,112.0,88.0,622.0,,,,,
flt_39d32da5862b1fcc5793e2e300f4,2024-09-05,3,9,4,NK,NK,ORD,"Chicago, IL",IL,TPA,"Tampa, FL",FL,615,613,-2.0,false,1001,943,-18.0,false,false,,false,166.0,150.0,130.0,1012.0,,,,,
flt_5c7ae919991971f2bde8d59412c7,2024-11-28,4,11,4,AA,AA,ORD,"Chicago, IL",IL,RDU,"Raleigh/Durham, NC",NC,1025,1139,74.0,true,1317,1422,65.0,true,false,,false,112.0,103.0,85.0,646.0,65.0,0.0,0.0,0.0,0.0
flt_6125f11ea69c1b399f5f48640e51,2024-08-02,3,8,5,DL,9E,MSP,"Minneapolis, MN",MN,MSN,"Madison, WI",WI,1250,1306,16.0,true,1400,1420,20.0,true,false,,false,70.0,74.0,40.0,228.0,4.0,0.0,4.0,0.0,12.0
flt_b71423d5e87ae9db7c6f47ded9d8,2024-07-30,3,7,2,DL,DL,MDW,"Chicago, IL",IL,ATL,"Atlanta, GA",GA,600,554,-6.0,false,854,838,-16.0,false,false,,false,114.0,104.0,85.0,591.0,,,,,
flt_9e92bee61ac8483167c537577d6e,2024-12-22,4,12,7,DL,OO,MSP,"Minneapolis, MN",MN,DLH,"Duluth, MN",MN,1552,1546,-6.0,false,1701,1656,-5.0,false,false,,false,69.0,70.0,35.0,144.0,,,,,
flt_f8ea07117cfb2131185ca0455d25,2024-01-31,1,1,3,UA,UA,ORD,"Chicago, IL",IL,ORF,"Norfolk, VA",VA,1150,1141,-9.0,false,1453,1453,0.0,false,false,,false,123.0,132.0,106.0,717.0,,,,,
flt_53ed82677068f2084d386b244d7f,2024-09-16,3,9,1,UA,YV,MSP,"Minneapolis, MN",MN,IAD,"Washington, DC",VA,1229,1226,-3.0,false,1601,1551,-10.0,false,false,,false,152.0,145.0,124.0,908.0,,,,,
flt_b28129bc4fd6cd85825189cbdee6,2024-05-06,2,5,1,DL,OO,MSP,"Minneapolis, MN",MN,GRB,"Green Bay, WI",WI,1425,1424,-1.0,false,1538,1523,-15.0,false,false,,false,73.0,59.0,41.0,252.0,,,,,
flt_f8960f14eeee5e248373c225290b,2024-01-14,1,1,7,WN,WN,MDW,"Chicago, IL",IL,PHL,"Philadelphia, PA",PA,1135,,,,1425,,,,true,A,false,110.0,,,668.0,,,,,
flt_88b5845a7126637d5b5cafc91901,2024-08-30,3,8,5,DL,DL,MSP,"Minneapolis, MN",MN,SFO,"San Francisco, CA",CA,1100,1112,12.0,false,1308,1314,6.0,false,false,,false,248.0,242.0,202.0,1589.0,,,,,
flt_ebc64c20bbc8627ee402fd40f1eb,2024-03-21,1,3,4,UA,UA,ORD,"Chicago, IL",IL,OGG,"Kahului, HI",HI,930,941,11.0,false,1400,1346,-14.0,false,false,,false,570.0,545.0,519.0,4184.0,,,,,
flt_2eaeed194beb1ad2e84f33f9c09b,2024-06-07,2,6,5,WN,WN,MDW,"Chicago, IL",IL,LAS,"Las Vegas, NV",NV,2010,2011,1.0,false,2200,2215,15.0,true,false,,false,230.0,244.0,224.0,1521.0,0.0,0.0,15.0,0.0,0.0
flt_3c7ca516a717c98db219cad771f7,2024-03-31,1,3,7,UA,OO,ORD,"Chicago, IL",IL,GSP,"Greer, SC",SC,1355,1349,-6.0,false,1654,1625,-29.0,false,false,,false,119.0,96.0,79.0,577.0,,,,,
flt_950426fdda70652782e845aeccbf,2024-04-07,2,4,7,NK,NK,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,1114,1113,-1.0,false,1420,1416,-4.0,false,false,,false,126.0,123.0,98.0,733.0,,,,,
flt_0bbe0cbf019a8ceb87b2b47ce588,2024-03-16,1,3,6,AA,AA,ORD,"Chicago, IL",IL,DFW,"Dallas/Fort Worth, TX",TX,1615,1737,82.0,true,1850,2016,86.0,true,false,,false,155.0,159.0,126.0,802.0,10.0,0.0,4.0,0.0,72.0
flt_0c4d98aad3e40c6f0bb4b6a2e3e3,2024-09-15,3,9,7,AA,AA,ORD,"Chicago, IL",IL,SLC,"Salt Lake City, UT",UT,825,902,37.0,true,1048,1117,29.0,true,false,,false,203.0,195.0,166.0,1250.0,29.0,0.0,0.0,0.0,0.0
flt_f20507e98c2f9fd2cc794a4c7523,2024-02-01,1,2,4,WN,WN,MDW,"Chicago, IL",IL,STL,"St. Louis, MO",MO,930,925,-5.0,false,1040,1028,-12.0,false,false,,false,70.0,63.0,43.0,251.0,,,,,
flt_79d65152e9db23a1f29aa0b8e6e6,2024-01-28,1,1,7,DL,OO,MSP,"Minneapolis, MN",MN,CID,"Cedar Rapids/Iowa City, IA",IA,1354,1416,22.0,true,1505,1524,19.0,true,false,,false,71.0,68.0,41.0,220.0,19.0,0.0,0.0,0.0,0.0
flt_d8f697ec3d23b2e1fcdb5f50f3c2,2024-01-05,1,1,5,UA,UA,ORD,"Chicago, IL",IL,EWR,"Newark, NJ",NJ,1054,1050,-4.0,false,1410,1350,-20.0,false,false,,false,136.0,120.0,94.0,719.0,,,,,
flt_246e730c30ae089812063660b107,2024-12-28,4,12,6,AA,MQ,ORD,"Chicago, IL",IL,ROC,"Rochester, NY",NY,1341,1336,-5.0,false,1621,1606,-15.0,false,false,,false,100.0,90.0,72.0,528.0,,,,,
flt_23b7ebdc324c3805a764ad28f3d9,2024-11-18,4,11,1,DL,DL,MSP,"Minneapolis, MN",MN,BIL,"Billings, MT",MT,2159,2150,-9.0,false,2320,2242,-38.0,false,false,,false,141.0,112.0,99.0,748.0,,,,,
flt_3ba9fa8bdbb2bfdcaa050c830a62,2024-03-09,1,3,6,WN,WN,MDW,"Chicago, IL",IL,SLC,"Salt Lake City, UT",UT,2215,2218,3.0,false,45,22,-23.0,false,false,,false,210.0,184.0,172.0,1259.0,,,,,
flt_3e8d5011f71c5abdb6c343f0e429,2024-01-11,1,1,4,NK,NK,ORD,"Chicago, IL",IL,ATL,"Atlanta, GA",GA,2040,2046,6.0,false,2348,2350,2.0,false,false,,false,128.0,124.0,88.0,606.0,,,,,
flt_9565fa01a418d70ee3ac0b7582f5,2024-06-14,2,6,5,UA,UA,MSP,"Minneapolis, MN",MN,DEN,"Denver, CO",CO,545,542,-3.0,false,654,645,-9.0,false,false,,false,129.0,123.0,99.0,680.0,,,,,
flt_38f696d4a6d38157a5cc7568e57c,2024-07-03,3,7,3,AA,MQ,ORD,"Chicago, IL",IL,SYR,"Syracuse, NY",NY,804,802,-2.0,false,1055,1041,-14.0,false,false,,false,111.0,99.0,76.0,607.0,,,,,
flt_21950152c14c6a96322f913da341,2024-11-10,4,11,7,AA,YX,ORD,"Chicago, IL",IL,MCI,"Kansas City, MO",MO,1554,1546,-8.0,false,1732,1725,-7.0,false,false,,false,98.0,99.0,65.0,403.0,,,,,
flt_e534a07fc67c72b3d93f60cdb74a,2024-10-15,4,10,2,UA,OO,ORD,"Chicago, IL",IL,DTW,"Detroit, MI",MI,1050,1049,-1.0,false,1320,1318,-2.0,false,false,,false,90.0,89.0,55.0,235.0,,,,,
flt_79eab0b42609704846f8efe6f059,2024-03-20,1,3,3,AA,ZW,ORD,"Chicago, IL",IL,SPI,"Springfield, IL",IL,1325,1315,-10.0,false,1428,1411,-17.0,false,false,,false,63.0,56.0,32.0,174.0,,,,,
flt_e3184498fb5e1b86a2722ad29f91,2024-08-03,3,8,6,DL,DL,MSP,"Minneapolis, MN",MN,AUS,"Austin, TX",TX,907,907,0.0,false,1151,1144,-7.0,false,false,,false,164.0,157.0,134.0,1042.0,,,,,
flt_9202f4a9a191bb2665c4ed725995,2024-05-08,2,5,3,UA,OO,ORD,"Chicago, IL",IL,CMX,"Hancock/Houghton, MI",MI,1916,1926,10.0,false,2150,2218,28.0,true,false,,false,94.0,112.0,55.0,360.0,10.0,0.0,18.0,0.0,0.0
flt_23ebfdb286dfa59d60a26d4ca717,2024-03-08,1,3,5,AA,OO,ORD,"Chicago, IL",IL,ASE,"Aspen, CO",CO,836,833,-3.0,false,1105,1040,-25.0,false,false,,false,209.0,187.0,155.0,1013.0,,,,,
flt_e026587992fdf8321c66aaac45db,2024-06-13,2,6,4,DL,DL,ORD,"Chicago, IL",IL,MSP,"Minneapolis, MN",MN,2035,2023,-12.0,false,2215,2206,-9.0,false,false,,false,100.0,103.0,60.0,334.0,,,,,
flt_1da0491400da3c0207f7ee25b4cf,2024-01-02,1,1,2,WN,WN,MDW,"Chicago, IL",IL,PHL,"Philadelphia, PA",PA,930,932,2.0,false,1220,1220,0.0,false,false,,false,110.0,108.0,93.0,668.0,,,,,
flt_48cfa1712b0c66dc068959a13825,2024-07-26,3,7,5,UA,G7,ORD,"Chicago, IL",IL,STL,"St. Louis, MO",MO,1050,1044,-6.0,false,1217,1213,-4.0,false,false,,false,87.0,89.0,48.0,258.0,,,,,
flt_709b43c7f8601db30ced2d432ed2,2024-01-03,1,1,3,AA,ZW,ORD,"Chicago, IL",IL,CVG,"Cincinnati, OH",KY,819,814,-5.0,false,1043,1048,5.0,false,false,,false,84.0,94.0,44.0,264.0,,,,,
flt_eab6778b4378c174bd6cee224e30,2024-01-14,1,1,7,AA,ZW,ORD,"Chicago, IL",IL,MKE,"Milwaukee, WI",WI,1650,1832,102.0,true,1740,1924,104.0,true,false,,false,50.0,52.0,22.0,67.0,0.0,18.0,2.0,0.0,84.0
flt_202f73587241ff1258288cd5ef12,2024-11-18,4,11,1,AA,YX,ORD,"Chicago, IL",IL,OMA,"Omaha, NE",NE,1209,1202,-7.0,false,1349,1334,-15.0,false,false,,false,100.0,92.0,68.0,416.0,,,,,
flt_1b514611fe8bff501204da44247b,2024-11-09,4,11,6,UA,OO,ORD,"Chicago, IL",IL,MCI,"Kansas City, MO",MO,1800,1756,-4.0,false,1945,1952,7.0,false,false,,false,105.0,116.0,70.0,403.0,,,,,
flt_cd302a46a799ff3c86132965d5ab,2024-02-01,1,2,4,F9,F9,MDW,"Chicago, IL",IL,MIA,"Miami, FL",FL,1951,1942,-9.0,false,6,2334,-32.0,false,false,,false,195.0,172.0,154.0,1182.0,,,,,
flt_9ad2bb69b05dbe17e6139069de6a,2024-12-17,4,12,2,UA,OO,ORD,"Chicago, IL",IL,AVL,"Asheville, NC",NC,1815,1812,-3.0,false,2116,2105,-11.0,false,false,,false,121.0,113.0,79.0,536.0,,,,,
flt_e0aff0ac15c4c464877d0df8febb,2024-04-22,2,4,1,AA,ZW,MKE,"Milwaukee, WI",WI,ORD,"Chicago, IL",IL,1352,1344,-8.0,false,1450,1443,-7.0,false,false,,false,58.0,59.0,25.0,67.0,,,,,
flt_507aaee2fde54c257d1f3b684878,2024-03-07,1,3,4,WN,WN,MSP,"Minneapolis, MN",MN,BNA,"Nashville, TN",TN,1355,1354,-1.0,false,1555,1550,-5.0,false,false,,false,120.0,116.0,95.0,695.0,,,,,
flt_025fe9156bd49f0dc870bf1ae3f7,2024-07-13,3,7,6,AA,AA,ORD,"Chicago, IL",IL,SFO,"San Francisco, CA",CA,1705,1708,3.0,false,1940,2054,74.0,true,false,,false,275.0,346.0,269.0,1846.0,3.0,0.0,71.0,0.0,0.0
flt_aa42988314abb7ae4779a16a3413,2024-09-25,3,9,3,UA,UA,ORD,"Chicago, IL",IL,BZN,"Bozeman, MT",MT,920,911,-9.0,false,1141,1106,-35.0,false,false,,false,201.0,175.0,156.0,1185.0,,,,,
flt_4e2954d848fc885ac9cf077454dd,2024-08-25,3,8,7,DL,DL,MSP,"Minneapolis, MN",MN,SFO,"San Francisco, CA",CA,859,853,-6.0,false,1106,1053,-13.0,false,false,,false,247.0,240.0,214.0,1589.0,,,,,
flt_17a958ddc9a3358d588d15fe1cb8,2024-07-25,3,7,4,DL,OO,MKE,"Milwaukee, WI",WI,JFK,"New York, NY",NY,730,724,-6.0,false,1055,1042,-13.0,false,false,,false,145.0,138.0,109.0,745.0,,,,,
flt_d2631eb9b10c539562a73e5908ed,2024-09-12,3,9,4,UA,OO,ORD,"Chicago, IL",IL,OKC,"Oklahoma City, OK",OK,1935,1932,-3.0,false,2200,2140,-20.0,false,false,,false,145.0,128.0,93.0,693.0,,,,,
flt_ce907952358f818455341355ff4e,2024-04-08,2,4,1,AA,AA,ORD,"Chicago, IL",IL,SMF,"Sacramento, CA",CA,809,805,-4.0,false,1046,1012,-34.0,false,false,,false,277.0,247.0,231.0,1781.0,,,,,
flt_46d95b9989db5310353c82a8986e,2024-07-06,3,7,6,AA,AA,ORD,"Chicago, IL",IL,PBI,"West Palm Beach/Palm Beach, FL",FL,1025,1036,11.0,false,1423,1424,1.0,false,false,,false,178.0,168.0,143.0,1144.0,,,,,
flt_742f735cd0398d72333412c0adba,2024-04-11,2,4,4,DL,OO,MSP,"Minneapolis, MN",MN,INL,"International Falls, MN",MN,1516,1509,-7.0,false,1628,1608,-20.0,false,false,,false,72.0,59.0,43.0,255.0,,,,,
flt_c3a1e4dc2be4f4b5b6c44fa00c1b,2024-04-17,2,4,3,UA,UA,ORD,"Chicago, IL",IL,SRQ,"Sarasota/Bradenton, FL",FL,1820,1817,-3.0,false,2222,2217,-5.0,false,false,,false,182.0,180.0,145.0,1050.0,,,,,
flt_eb4042651fd525c06f3125cd609d,2024-08-02,3,8,5,AA,AA,ORD,"Chicago, IL",IL,RNO,"Reno, NV",NV,2041,2124,43.0,true,2258,2328,30.0,true,false,,false,257.0,244.0,214.0,1671.0,30.0,0.0,0.0,0.0,0.0
flt_64e97ec02941d7bde623eec5e5e4,2024-11-26,4,11,2,WN,WN,MSP,"Minneapolis, MN",MN,PHX,"Phoenix, AZ",AZ,1440,1445,5.0,false,1710,1719,9.0,false,false,,false,210.0,214.0,194.0,1276.0,,,,,
flt_934802167e283c990954139f685a,2024-09-27,3,9,5,WN,WN,ORD,"Chicago, IL",IL,LAS,"Las Vegas, NV",NV,615,613,-2.0,false,805,743,-22.0,false,false,,false,230.0,210.0,186.0,1514.0,,,,,
flt_0f53c1c008a001b382e7813fb2ee,2024-04-25,2,4,4,WN,WN,MDW,"Chicago, IL",IL,SDF,"Louisville, KY",KY,1440,1435,-5.0,false,1650,1642,-8.0,false,false,,false,70.0,67.0,43.0,271.0,,,,,
flt_92463642f47a2503b481c60ec695,2024-09-17,3,9,2,AA,ZW,ORD,"Chicago, IL",IL,MEM,"Memphis, TN",TN,800,757,-3.0,false,944,940,-4.0,false,false,,false,104.0,103.0,78.0,491.0,,,,,
flt_ea30b484a3ab08202abc21a6d5e9,2024-02-23,1,2,5,WN,WN,MDW,"Chicago, IL",IL,RSW,"Fort Myers, FL",FL,1815,1815,0.0,false,2200,2250,50.0,true,false,,false,165.0,215.0,133.0,1105.0,0.0,0.0,50.0,0.0,0.0
flt_d24c6f4b116ae3f2beb82ea4faa3,2024-05-31,2,5,5,AA,AA,ORD,"Chicago, IL",IL,PHX,"Phoenix, AZ",AZ,1235,1631,236.0,true,1422,1802,220.0,true,false,,false,227.0,211.0,191.0,1440.0,220.0,0.0,0.0,0.0,0.0
flt_16008691a6778f6012f9a6015128,2024-12-29,4,12,7,AA,YX,ORD,"Chicago, IL",IL,PVD,"Providence, RI",RI,1355,1353,-2.0,false,1720,1717,-3.0,false,false,,false,145.0,144.0,119.0,849.0,,,,,
flt_b0a212929d0c4b87736b717b57f5,2024-05-06,2,5,1,DL,YX,MKE,"Milwaukee, WI",WI,BOS,"Boston, MA",MA,1035,1027,-8.0,false,1354,1343,-11.0,false,false,,false,139.0,136.0,110.0,860.0,,,,,
flt_ebd260bed31e6b3e3b256d0eacd7,2024-09-16,3,9,1,AA,AA,ORD,"Chicago, IL",IL,PHX,"Phoenix, AZ",AZ,1650,1652,2.0,false,1836,1853,17.0,true,false,,false,226.0,241.0,211.0,1440.0,0.0,0.0,17.0,0.0,0.0
flt_58807df52a49d58417c6742affdc,2024-05-13,2,5,1,AA,ZW,ORD,"Chicago, IL",IL,ATW,"Appleton, WI",WI,2017,2135,78.0,true,2122,2251,89.0,true,false,,false,65.0,76.0,30.0,160.0,0.0,0.0,11.0,0.0,78.0
flt_8d20be70a48ab062d6f02e5c7460,2024-04-13,2,4,6,UA,UA,ORD,"Chicago, IL",IL,PDX,"Portland, OR",OR,1957,1957,0.0,false,2233,2215,-18.0,false,false,,false,276.0,258.0,230.0,1739.0,,,,,
flt_b77494b29bd33044e26bdd4fcb5f,2024-11-13,4,11,3,AA,AA,MKE,"Milwaukee, WI",WI,DFW,"Dallas/Fort Worth, TX",TX,550,541,-9.0,false,837,756,-41.0,false,false,,false,167.0,135.0,121.0,853.0,,,,,
flt_e9a859c51f4abddf20444f1aecde,2024-12-22,4,12,7,DL,9E,MSP,"Minneapolis, MN",MN,CLE,"Cleveland, OH",OH,715,901,106.0,true,1025,1216,111.0,true,false,,false,130.0,135.0,77.0,622.0,106.0,0.0,5.0,0.0,0.0
flt_528c3bd259be001b7127ba37a886,2024-02-04,1,2,7,NK,NK,ORD,"Chicago, IL",IL,SJU,"San Juan, PR",PR,745,738,-7.0,false,1424,1413,-11.0,false,false,,false,279.0,275.0,256.0,2072.0,,,,,
flt_cc1c23fc8e89ca4cf786de5b23b4,2024-09-24,3,9,2,AA,MQ,ORD,"Chicago, IL",IL,ALB,"Albany, NY",NY,1841,1839,-2.0,false,2202,2203,1.0,false,false,,false,141.0,144.0,96.0,723.0,,,,,
flt_f2cd2ccd50731a8ec6b3f7c3d1ce,2024-01-24,1,1,3,UA,OO,ORD,"Chicago, IL",IL,LIT,"Little Rock, AR",AR,845,846,1.0,false,1054,1112,18.0,true,false,,false,129.0,146.0,90.0,552.0,1.0,0.0,17.0,0.0,0.0
flt_a7081de69883cdc534c0db868770,2024-06-09,2,6,7,UA,UA,ORD,"Chicago, IL",IL,MDT,"Harrisburg, PA",PA,1825,1822,-3.0,false,2123,2153,30.0,true,false,,false,118.0,151.0,79.0,594.0,0.0,0.0,30.0,0.0,0.0
flt_e7dcd9261c0df7d61af7e49034c2,2024-04-25,2,4,4,UA,G7,ORD,"Chicago, IL",IL,STL,"St. Louis, MO",MO,2020,2013,-7.0,false,2149,2145,-4.0,false,false,,false,89.0,92.0,46.0,258.0,,,,,
flt_b4d2f9a6e37febc9c50dd21c548d,2024-06-18,2,6,2,DL,DL,ORD,"Chicago, IL",IL,BOS,"Boston, MA",MA,1345,1338,-7.0,false,1728,1710,-18.0,false,false,,false,163.0,152.0,110.0,867.0,,,,,
flt_f18e1c732dac941076a508da826a,2024-04-11,2,4,4,UA,YX,ORD,"Chicago, IL",IL,DSM,"Des Moines, IA",IA,915,913,-2.0,false,1047,1053,6.0,false,false,,false,92.0,100.0,49.0,299.0,,,,,
