flight_id,flight_date,quarter,month_number,day_of_week,marketing_carrier_code,operating_carrier_code,origin_airport_code,origin_city_name,origin_state,destination_airport_code,destination_city_name,destination_state,scheduled_departure_hhmm,actual_departure_hhmm,departure_delay_minutes,departure_delayed_15,scheduled_arrival_hhmm,actual_arrival_hhmm,arrival_delay_minutes,arrival_delayed_15,cancelled,cancellation_code,diverted,scheduled_elapsed_minutes,actual_elapsed_minutes,air_time_minutes,distance_miles,carrier_delay_minutes,weather_delay_minutes,national_aviation_system_delay_minutes,security_delay_minutes,late_aircraft_delay_minutes
flt_35a94bb113b967fd540926c8a5bc,2024-02-24,1,2,6,WN,WN,MSP,"Minneapolis, MN",MN,PHX,"Phoenix, AZ",AZ,520,516,-4.0,false,805,750,-15.0,false,false,,false,225.0,214.0,183.0,1276.0,,,,,
flt_eaa21bdde8b6503cb6630cc06ac8,2024-04-29,2,4,1,WN,WN,MDW,"Chicago, IL",IL,CHS,"Charleston, SC",SC,1925,1919,-6.0,false,2225,2211,-14.0,false,false,,false,120.0,112.0,97.0,745.0,,,,,
flt_1362691c49393ec0c45542294afa,2024-08-07,3,8,3,WN,WN,MDW,"Chicago, IL",IL,ATL,"Atlanta, GA",GA,735,735,0.0,false,1025,1016,-9.0,false,false,,false,110.0,101.0,81.0,591.0,,,,,
flt_52633f77c835f17086cbb6cf2612,2024-12-19,4,12,4,DL,OO,MSP,"Minneapolis, MN",MN,CVG,"Cincinnati, OH",KY,1520,1611,51.0,true,1824,1924,60.0,true,false,,false,124.0,133.0,77.0,596.0,0.0,51.0,9.0,0.0,0.0
flt_f05d34f3ded1511d9bd61fa724ea,2024-06-08,2,6,6,WN,WN,MDW,"Chicago, IL",IL,BUF,"Buffalo, NY",NY,1215,1212,-3.0,false,1440,1432,-8.0,false,false,,false,85.0,80.0,62.0,468.0,,,,,
flt_5b0df2f01e85e6d52d40d6f63966,2024-04-11,2,4,4,AA,MQ,ORD,"Chicago, IL",IL,MSN,"Madison, WI",WI,2031,2031,0.0,false,2130,2129,-1.0,false,false,,false,59.0,58.0,28.0,108.0,,,,,
flt_726b79c3cb496ce6d2148503a2b5,2024-03-10,1,3,7,DL,OO,MSP,"Minneapolis, MN",MN,MDW,"Chicago, IL",IL,2010,2008,-2.0,false,2144,2140,-4.0,false,false,,false,94.0,92.0,65.0,349.0,,,,,
flt_152c927958aced07761b92b104f3,2024-11-11,4,11,1,UA,OO,ORD,"Chicago, IL",IL,DCA,"Washington, DC",VA,1600,1554,-6.0,false,1901,1909,8.0,false,false,,false,121.0,135.0,96.0,612.0,,,,,
flt_59d60ed58e0ca0d867c0f592b98f,2024-11-30,4,11,6,UA,OO,ORD,"Chicago, IL",IL,BOI,"Boise, ID",ID,900,858,-2.0,false,1213,1209,-4.0,false,false,,false,253.0,251.0,214.0,1437.0,,,,,
flt_5b456401c1d82420ffa8ca5b7a87,2024-07-19,3,7,5,UA,UA,ORD,"Chicago, IL",IL,PNS,"Pensacola, FL",FL,1100,,,,1322,,,,true,A,false,142.0,,,794.0,,,,,
flt_3663872c3377bdfad91acaa330df,2024-02-11,1,2,7,UA,UA,ORD,"Chicago, IL",IL,LAS,"Las Vegas, NV",NV,1415,1359,-16.0,false,1624,1552,-32.0,false,false,,false,249.0,233.0,212.0,1514.0,,,,,
flt_828b9dd2e944986fc3dcc2d18319,2024-05-13,2,5,1,DL,DL,ORD,"Chicago, IL",IL,ATL,"Atlanta, GA",GA,2045,2112,27.0,true,2344,11,27.0,true,false,,false,119.0,119.0,83.0,606.0,0.0,0.0,0.0,0.0,27.0
flt_490f513de79b2cfe77d5c4feff41,2024-10-31,4,10,4,AA,ZW,ORD,"Chicago, IL",IL,CID,"Cedar Rapids/Iowa City, IA",IA,1315,1307,-8.0,false,1422,1415,-7.0,false,false,,false,67.0,68.0,41.0,196.0,,,,,
flt_a2da4e34ca6aa9967b33f77775a2,2024-11-12,4,11,2,UA,UA,ORD,"Chicago, IL",IL,DCA,"Washington, DC",VA,1245,1243,-2.0,false,1535,1529,-6.0,false,false,,false,110.0,106.0,83.0,612.0,,,,,
flt_3921c16140ad1f47fce20346f8ff,2024-08-22,3,8,4,WN,WN,MDW,"Chicago, IL",IL,PHL,"Philadelphia, PA",PA,1315,1316,1.0,false,1610,1604,-6.0,false,false,,false,115.0,108.0,91.0,668.0,,,,,
flt_920e8c14af1088b094bc4e9a284d,2024-11-03,4,11,7,DL,DL,MSP,"Minneapolis, MN",MN,CLT,"Charlotte, NC",NC,705,703,-2.0,false,1040,1029,-11.0,false,false,,false,155.0,146.0,124.0,930.0,,,,,
flt_41334a7e004563e37104c766ad52,2024-09-03,3,9,2,AA,AA,ORD,"Chicago, IL",IL,CLT,"Charlotte, NC",NC,2045,2045,0.0,false,2359,2323,-36.0,false,false,,false,134.0,98.0,80.0,599.0,,,,,
flt_e84fbe952d9893f205563fd7ed6a,2024-02-01,1,2,4,UA,UA,ORD,"Chicago, IL",IL,JAX,"Jacksonville, FL",FL,1759,1755,-4.0,false,2127,2110,-17.0,false,false,,false,148.0,135.0,107.0,864.0,,,,,
flt_3cae4f8ba150cef3713bf263a965,2024-06-20,2,6,4,UA,UA,MSP,"Minneapolis, MN",MN,ORD,"Chicago, IL",IL,1705,1845,100.0,true,1841,2013,92.0,true,false,,false,96.0,88.0,58.0,334.0,0.0,0.0,92.0,0.0,0.0
flt_95e36c632c06ed10e94c83bd042e,2024-04-17,2,4,3,WN,WN,MDW,"Chicago, IL",IL,CVG,"Cincinnati, OH",KY,2025,2123,58.0,true,2230,2325,55.0,true,false,,false,65.0,62.0,44.0,249.0,0.0,0.0,0.0,0.0,55.0
flt_068a85022ea6db53a21fe1c2ce57,2024-08-18,3,8,7,UA,OO,ORD,"Chicago, IL",IL,COS,"Colorado Springs, CO",CO,845,848,3.0,false,1039,1031,-8.0,false,false,,false,174.0,163.0,127.0,911.0,,,,,
flt_7a3b7bf80576ca6bd20dbdf1a55c,2024-08-22,3,8,4,AA,AA,ORD,"Chicago, IL",IL,BNA,"Nashville, TN",TN,1901,2007,66.0,true,2042,2135,53.0,true,false,,false,101.0,88.0,58.0,409.0,53.0,0.0,0.0,0.0,0.0
flt_bfd6962073df223c94d5d892e002,2024-10-01,4,10,2,WN,WN,MDW,"Chicago, IL",IL,MCO,"Orlando, FL",FL,1340,1339,-1.0,false,1720,1707,-13.0,false,false,,false,160.0,148.0,129.0,990.0,,,,,
flt_90e924a341f7b76f594c557f5c07,2024-02-01,1,2,4,AA,MQ,ORD,"Chicago, IL",IL,IND,"Indianapolis, IN",IN,929,943,14.0,false,1142,1132,-10.0,false,false,,false,73.0,49.0,33.0,177.0,,,,,
flt_0687bed01a180bd2bea18e454458,2024-12-12,4,12,4,UA,G7,ORD,"Chicago, IL",IL,GRB,"Green Bay, WI",WI,1935,1943,8.0,false,2052,2108,16.0,true,false,,false,77.0,85.0,35.0,173.0,7.0,0.0,8.0,0.0,1.0
flt_c6ad9ccf010e287c8801a7a72eb5,2024-04-07,2,4,7,WN,WN,MDW,"Chicago, IL",IL,SDF,"Louisville, KY",KY,2155,2155,0.0,false,10,9,-1.0,false,false,,false,75.0,74.0,52.0,271.0,,,,,
flt_be9bb8912329ae69b80a63f8384c,2024-03-10,1,3,7,DL,OO,MSP,"Minneapolis, MN",MN,MDW,"Chicago, IL",IL,910,904,-6.0,false,1047,1035,-12.0,false,false,,false,97.0,91.0,66.0,349.0,,,,,
flt_bde5c8a01b21fb341491ee7d1794,2024-06-10,2,6,1,WN,WN,MSP,"Minneapolis, MN",MN,DEN,"Denver, CO",CO,805,805,0.0,false,910,904,-6.0,false,false,,false,125.0,119.0,100.0,680.0,,,,,
flt_b0eacefe9d507c377ed3b5fd57ef,2024-12-28,4,12,6,UA,OO,ORD,"Chicago, IL",IL,GSP,"Greer, SC",SC,1813,1813,0.0,false,2111,2121,10.0,false,false,,false,118.0,128.0,92.0,577.0,,,,,
flt_fed2433d4b1888b9ff4c389b80ad,2024-05-28,2,5,2,NK,NK,ORD,"Chicago, IL",IL,MIA,"Miami, FL",FL,2115,2228,73.0,true,132,251,79.0,true,false,,false,197.0,203.0,150.0,1197.0,0.0,0.0,79.0,0.0,0.0
flt_8d7df4ab7a1d1c34dc6870733127,2024-07-26,3,7,5,DL,DL,MSP,"Minneapolis, MN",MN,SAT,"San Antonio, TX",TX,910,906,-4.0,false,1200,1156,-4.0,false,false,,false,170.0,170.0,141.0,1097.0,,,,,
flt_66bceaa01ff0ad8025e13dddbe68,2024-02-12,1,2,1,UA,G7,ORD,"Chicago, IL",IL,CMH,"Columbus, OH",OH,745,740,-5.0,false,1017,1001,-16.0,false,false,,false,92.0,81.0,48.0,296.0,,,,,
flt_1e2ddc27280894e57e87369cacf5,2024-06-30,2,6,7,UA,OO,ORD,"Chicago, IL",IL,MLI,"Moline, IL",IL,2010,2018,8.0,false,2117,2117,0.0,false,false,,false,67.0,59.0,33.0,139.0,,,,,
flt_1b00831457dafde7602409002f95,2024-01-09,1,1,2,UA,UA,ORD,"Chicago, IL",IL,AUS,"Austin, TX",TX,1951,2102,71.0,true,2254,2352,58.0,true,false,,false,183.0,170.0,124.0,977.0,58.0,0.0,0.0,0.0,0.0
flt_d7c98c63d028b975aeeaa6336833,2024-12-25,4,12,3,F9,F9,MDW,"Chicago, IL",IL,ATL,"Atlanta, GA",GA,1420,1429,9.0,false,1729,1717,-12.0,false,false,,false,129.0,108.0,84.0,591.0,,,,,
flt_519c5b7c6e432a6c5becc793d6ca,2024-05-03,2,5,5,AA,AA,ORD,"Chicago, IL",IL,SAN,"San Diego, CA",CA,805,802,-3.0,false,1030,1009,-21.0,false,false,,false,265.0,247.0,231.0,1723.0,,,,,
flt_63d1e651caba655a12ec743a45a9,2024-05-01,2,5,3,AA,AA,ORD,"Chicago, IL",IL,MIA,"Miami, FL",FL,500,458,-2.0,false,906,858,-8.0,false,false,,false,186.0,180.0,154.0,1197.0,,,,,
flt_a3d88a98a125d57ac9388ddc69ae,2024-07-09,3,7,2,UA,UA,ORD,"Chicago, IL",IL,EWR,"Newark, NJ",NJ,1542,1720,98.0,true,1915,2023,68.0,true,false,,false,153.0,123.0,85.0,719.0,3.0,0.0,0.0,0.0,65.0
flt_17b287e72e5e7a29b98f93b794d2,2024-09-11,3,9,3,DL,OO,MSP,"Minneapolis, MN",MN,ABR,"Aberdeen, SD",SD,1955,1948,-7.0,false,2118,2047,-31.0,false,false,,false,83.0,59.0,39.0,257.0,,,,,
flt_b2611f9e7d5661ee169b4f538205,2024-04-15,2,4,1,NK,NK,MSP,"Minneapolis, MN",MN,ATL,"Atlanta, GA",GA,1007,959,-8.0,false,1342,1316,-26.0,false,false,,false,155.0,137.0,114.0,907.0,,,,,
flt_e8d33d5e44c8b4e20f1c64c6cf21,2024-03-31,1,3,7,UA,OO,ORD,"Chicago, IL",IL,ASE,"Aspen, CO",CO,2020,2023,3.0,false,2227,2254,27.0,true,false,,false,187.0,211.0,175.0,1013.0,0.0,3.0,24.0,0.0,0.0
flt_3c6bf1be3138c7c2ae4a0650d3df,2024-09-16,3,9,1,DL,OO,MSP,"Minneapolis, MN",MN,OMA,"Omaha, NE",NE,2146,2136,-10.0,false,2303,2251,-12.0,false,false,,false,77.0,75.0,48.0,282.0,,,,,
flt_ed8773b8357279986fefa5e60a69,2024-06-28,2,6,5,WN,WN,MKE,"Milwaukee, WI",WI,LAS,"Las Vegas, NV",NV,1835,1831,-4.0,false,2020,2021,1.0,false,false,,false,225.0,230.0,208.0,1524.0,,,,,
flt_39dffef5a9224ec0be575ea1131a,2024-06-09,2,6,7,DL,OO,MSP,"Minneapolis, MN",MN,CID,"Cedar Rapids/Iowa City, IA",IA,1434,1555,81.0,true,1545,1712,87.0,true,false,,false,71.0,77.0,41.0,220.0,81.0,0.0,6.0,0.0,0.0
flt_6be0f8010287c6c81807b94bddd5,2024-05-14,2,5,2,AA,AA,ORD,"Chicago, IL",IL,PHX,"Phoenix, AZ",AZ,615,611,-4.0,false,759,743,-16.0,false,false,,false,224.0,212.0,189.0,1440.0,,,,,
flt_63ea856165da0ced16941e607b5d,2024-05-27,2,5,1,AA,AA,ORD,"Chicago, IL",IL,EWR,"Newark, NJ",NJ,1925,2123,118.0,true,2229,47,138.0,true,false,,false,124.0,144.0,90.0,719.0,0.0,0.0,43.0,0.0,95.0
flt_9d182f2f7a64e939894ad3b5cd26,2024-09-07,3,9,6,UA,UA,ORD,"Chicago, IL",IL,MSN,"Madison, WI",WI,2117,2124,7.0,false,2217,2215,-2.0,false,false,,false,60.0,51.0,27.0,108.0,,,,,
flt_cba91d58bf0ea7d8096d66ce06ab,2024-08-19,3,8,1,AA,AA,MKE,"Milwaukee, WI",WI,PHL,"Philadelphia, PA",PA,1715,1735,20.0,true,2003,2031,28.0,true,false,,false,108.0,116.0,96.0,690.0,0.0,0.0,28.0,0.0,0.0
flt_dfe1b35236b8209fa45be9b795e6,2024-12-01,4,12,7,WN,WN,MSP,"Minneapolis, MN",MN,DEN,"Denver, CO",CO,1540,1535,-5.0,false,1650,1638,-12.0,false,false,,false,130.0,123.0,97.0,680.0,,,,,
flt_26760ba2fa830f1a7ae3972d6d31,2024-12-27,4,12,5,AA,ZW,ORD,"Chicago, IL",IL,ATW,"Appleton, WI",WI,1755,1846,51.0,true,1858,2015,77.0,true,false,,false,63.0,89.0,29.0,160.0,1.0,0.0,26.0,0.0,50.0
flt_0a3ad628149280f06e86038bc677,2024-12-18,4,12,3,UA,YX,ORD,"Chicago, IL",IL,STL,"St. Louis, MO",MO,900,856,-4.0,false,1027,1008,-19.0,false,false,,false,87.0,72.0,47.0,258.0,,,,,
flt_a6585d1d16151fc3e603173a3fd2,2024-10-31,4,10,4,F9,F9,MDW,"Chicago, IL",IL,TPA,"Tampa, FL",FL,1139,1127,-12.0,false,1514,1521,7.0,false,false,,false,155.0,174.0,128.0,997.0,,,,,
flt_9f9736d938d170218dcb2f5aee14,2024-08-06,3,8,2,UA,UA,ORD,"Chicago, IL",IL,FAI,"Fairbanks, AK",AK,1617,1740,83.0,true,1950,2047,57.0,true,false,,false,393.0,367.0,353.0,2785.0,1.0,0.0,0.0,0.0,56.0
flt_e9f2efa24c52d25285529b9f00c8,2024-05-11,2,5,6,AA,AA,MSP,"Minneapolis, MN",MN,PHX,"Phoenix, AZ",AZ,1436,1430,-6.0,false,1604,1542,-22.0,false,false,,false,208.0,192.0,177.0,1276.0,,,,,
flt_4b9669da175e83f990126bf17a94,2024-01-01,1,1,1,AA,AA,ORD,"Chicago, IL",IL,DFW,"Dallas/Fort Worth, TX",TX,1851,1848,-3.0,false,2133,2111,-22.0,false,false,,false,162.0,143.0,113.0,802.0,,,,,
flt_389a770fce89c4a2a5a9623d35e4,2024-11-27,4,11,3,NK,NK,ORD,"Chicago, IL",IL,SJU,"San Juan, PR",PR,1810,1803,-7.0,false,42,32,-10.0,false,false,,false,272.0,269.0,248.0,2072.0,,,,,
flt_d607004a3b2e16dc1d347e66cf89,2024-03-28,1,3,4,UA,UA,ORD,"Chicago, IL",IL,HDN,"Hayden, CO",CO,930,926,-4.0,false,1139,1128,-11.0,false,false,,false,189.0,182.0,151.0,1009.0,,,,,
flt_c8e940672d08ae8a2df0f8ef0348,2024-06-03,2,6,1,AA,AA,ORD,"Chicago, IL",IL,SFO,"San Francisco, CA",CA,945,1011,26.0,true,1229,1255,26.0,true,false,,false,284.0,284.0,256.0,1846.0,0.0,0.0,26.0,0.0,0.0
flt_5ace5dc214d244aa558e416e15a3,2024-07-22,3,7,1,UA,OO,ORD,"Chicago, IL",IL,ATW,"Appleton, WI",WI,1545,1559,14.0,false,1656,1706,10.0,false,false,,false,71.0,67.0,40.0,160.0,,,,,
flt_bba9e29b282763beb8ee0ed96e74,2024-05-15,2,5,3,AA,AA,ORD,"Chicago, IL",IL,LAX,"Los Angeles, CA",CA,1900,1903,3.0,false,2134,2142,8.0,false,false,,false,274.0,279.0,229.0,1744.0,,,,,
flt_05fdb0a222614ed6b004b9af3bb6,2024-08-08,3,8,4,F9,F9,ORD,"Chicago, IL",IL,PWM,"Portland, ME",ME,1753,1813,20.0,true,2112,2153,41.0,true,false,,false,139.0,160.0,103.0,900.0,0.0,0.0,21.0,0.0,20.0
flt_95a2e7f51f9df05325057ed6632d,2024-03-04,1,3,1,DL,DL,ORD,"Chicago, IL",IL,ATL,"Atlanta, GA",GA,1815,1812,-3.0,false,2116,2126,10.0,false,false,,false,121.0,134.0,87.0,606.0,,,,,
flt_a9a1a4b520efbce857b5d5aa7551,2024-01-05,1,1,5,F9,F9,MKE,"Milwaukee, WI",WI,DEN,"Denver, CO",CO,2245,2231,-14.0,false,44,2355,-49.0,false,false,,false,179.0,144.0,122.0,896.0,,,,,
flt_aa600e02fb18acd0cdada447edc8,2024-08-05,3,8,1,DL,DL,MSP,"Minneapolis, MN",MN,BIS,"Bismarck/Mandan, ND",ND,2255,2327,32.0,true,24,55,31.0,true,false,,false,89.0,88.0,57.0,386.0,17.0,0.0,0.0,0.0,14.0
flt_c1611a7680c37f6667ad11e8b74f,2024-04-01,2,4,1,AA,MQ,ORD,"Chicago, IL",IL,EWR,"Newark, NJ",NJ,1409,1410,1.0,false,1729,1718,-11.0,false,false,,false,140.0,128.0,95.0,719.0,,,,,
flt_3f8898847301d2d402bfcbca470b,2024-01-01,1,1,1,UA,YX,ORD,"Chicago, IL",IL,IND,"Indianapolis, IN",IN,2015,2009,-6.0,false,2230,2217,-13.0,false,false,,false,75.0,68.0,30.0,177.0,,,,,
flt_646b3b46410fe72c710523491c09,2024-07-22,3,7,1,F9,F9,MDW,"Chicago, IL",IL,SFO,"San Francisco, CA",CA,1603,1714,71.0,true,1832,1934,62.0,true,false,,false,269.0,260.0,231.0,1855.0,62.0,0.0,0.0,0.0,0.0
flt_e370bdd84f96b6024efd80fbd40a,2024-06-25,2,6,2,AA,MQ,ORD,"Chicago, IL",IL,MSP,"Minneapolis, MN",MN,806,,,,944,,,,true,C,false,98.0,,,334.0,,,,,
flt_c16100dfefc587d8054f669ed8e5,2024-11-24,4,11,7,AA,AA,ORD,"Chicago, IL",IL,AUS,"Austin, TX",TX,2050,2042,-8.0,false,2344,2316,-28.0,false,false,,false,174.0,154.0,134.0,977.0,,,,,
flt_45f228bf182d6c71c972960d8efc,2024-11-22,4,11,5,UA,OO,ORD,"Chicago, IL",IL,CAK,"Akron, OH",OH,1420,1454,34.0,true,1651,1708,17.0,true,false,,false,91.0,74.0,55.0,343.0,17.0,0.0,0.0,0.0,0.0
flt_cbb1314db835a684670f7ef1ebb0,2024-06-26,2,6,3,DL,DL,MSP,"Minneapolis, MN",MN,DCA,"Washington, DC",VA,1433,1430,-3.0,false,1804,1746,-18.0,false,false,,false,151.0,136.0,119.0,931.0,,,,,
flt_27b69ae7312d6f67e0437b0eb805,2024-06-02,2,6,7,WN,WN,MDW,"Chicago, IL",IL,BDL,"Hartford, CT",CT,2030,2052,22.0,true,2330,2400,30.0,true,false,,false,120.0,128.0,96.0,776.0,0.0,0.0,8.0,0.0,22.0
flt_4d8867e47aa2e378add042f0b118,2024-05-07,2,5,2,DL,DL,MSP,"Minneapolis, MN",MN,PHX,"Phoenix, AZ",AZ,1100,1058,-2.0,false,1220,1216,-4.0,false,false,,false,200.0,198.0,177.0,1276.0,,,,,
flt_791be140bf2e1bec4b93b81190b0,2024-11-21,4,11,4,UA,YX,ORD,"Chicago, IL",IL,CMH,"Columbus, OH",OH,2105,2206,61.0,true,2327,47,80.0,true,false,,false,82.0,101.0,53.0,296.0,61.0,0.0,19.0,0.0,0.0
flt_9155ae2bb3e0dfec3404c2efb5c9,2024-09-09,3,9,1,AA,MQ,ORD,"Chicago, IL",IL,TUL,"Tulsa, OK",OK,2055,2115,20.0,true,2253,2317,24.0,true,false,,false,118.0,122.0,83.0,585.0,20.0,0.0,4.0,0.0,0.0
flt_1ef532607904ca02ef9ea5a3a808,2024-09-06,3,9,5,WN,WN,MDW,"Chicago, IL",IL,BWI,"Baltimore, MD",MD,1035,1038,3.0,false,1325,1308,-17.0,false,false,,false,110.0,90.0,78.0,611.0,,,,,
flt_bceb834de36f658af872141d1ddc,2024-03-29,1,3,5,AA,ZW,ORD,"Chicago, IL",IL,ROC,"Rochester, NY",NY,1456,1453,-3.0,false,1744,1748,4.0,false,false,,false,108.0,115.0,80.0,528.0,,,,,
flt_24b656ab7074d3c7172622eac429,2024-07-27,3,7,6,UA,OO,ORD,"Chicago, IL",IL,MSP,"Minneapolis, MN",MN,1600,1609,9.0,false,1737,1807,30.0,true,false,,false,97.0,118.0,73.0,334.0,9.0,0.0,21.0,0.0,0.0
flt_57550bb9f2a32db299edd9fb7e42,2024-07-19,3,7,5,AA,MQ,ORD,"Chicago, IL",IL,HPN,"White Plains, NY",NY,809,805,-4.0,false,1129,1107,-22.0,false,false,,false,140.0,122.0,103.0,738.0,,,,,
flt_f1cc561c099270e7821a9228032a,2024-05-07,2,5,2,UA,G7,ORD,"Chicago, IL",IL,STL,"St. Louis, MO",MO,2020,46,266.0,true,2149,151,242.0,true,false,,false,89.0,65.0,50.0,258.0,242.0,0.0,0.0,0.0,0.0
flt_d8825cfff49c90ceefd3c2d40e81,2024-02-24,1,2,6,WN,WN,MDW,"Chicago, IL",IL,ONT,"Ontario, CA",CA,1515,1509,-6.0,false,1740,1734,-6.0,false,false,,false,265.0,265.0,250.0,1706.0,,,,,
flt_e5c8d18459b45626210f109e1829,2024-09-13,3,9,5,UA,OO,ORD,"Chicago, IL",IL,FWA,"Fort Wayne, IN",IN,1950,2109,79.0,true,2159,2346,107.0,true,false,,false,69.0,97.0,36.0,157.0,79.0,0.0,28.0,0.0,0.0
flt_384a3b412855d7e0136c2f211fd9,2024-04-28,2,4,7,DL,OO,ORD,"Chicago, IL",IL,DTW,"Detroit, MI",MI,705,705,0.0,false,927,918,-9.0,false,false,,false,82.0,73.0,46.0,235.0,,,,,
flt_b6f36d7ebfab684c5aa718b15216,2024-10-12,4,10,6,UA,UA,ORD,"Chicago, IL",IL,IAH,"Houston, TX",TX,1820,1827,7.0,false,2110,2105,-5.0,false,false,,false,170.0,158.0,123.0,925.0,,,,,
flt_0a1edeb6ecdb17f41b62b5873830,2024-02-20,1,2,2,DL,YX,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,1255,1248,-7.0,false,1617,1602,-15.0,false,false,,false,142.0,134.0,104.0,733.0,,,,,
flt_9c479a187def685ed18242e51f58,2024-04-03,2,4,3,AA,MQ,ORD,"Chicago, IL",IL,HPN,"White Plains, NY",NY,1243,,,,1549,,,,true,B,false,126.0,,,738.0,,,,,
flt_72f07f51a38927f64fd79dbe6ed7,2024-01-24,1,1,3,UA,OO,ORD,"Chicago, IL",IL,PIA,"Peoria, IL",IL,905,919,14.0,false,1019,1105,46.0,true,false,,false,74.0,106.0,30.0,130.0,14.0,0.0,32.0,0.0,0.0
flt_b8d1fd96d7e20090b74c00cf08bb,2024-05-06,2,5,1,AA,AA,ORD,"Chicago, IL",IL,EWR,"Newark, NJ",NJ,1925,1945,20.0,true,2229,2246,17.0,true,false,,false,124.0,121.0,92.0,719.0,0.0,0.0,0.0,0.0,17.0
flt_616d4df748de70cef412d8810906,2024-09-01,3,9,7,UA,UA,ORD,"Chicago, IL",IL,CLE,"Cleveland, OH",OH,1940,1937,-3.0,false,2203,2149,-14.0,false,false,,false,83.0,72.0,46.0,316.0,,,,,
flt_62b1b411619215a35e9e4b0ba9fc,2024-02-05,1,2,1,AA,AA,ORD,"Chicago, IL",IL,SFO,"San Francisco, CA",CA,840,933,53.0,true,1127,1247,80.0,true,false,,false,287.0,314.0,282.0,1846.0,0.0,53.0,27.0,0.0,0.0
flt_4e31f49266820603e1f8a415636a,2024-06-10,2,6,1,UA,UA,ORD,"Chicago, IL",IL,CLE,"Cleveland, OH",OH,2115,2212,57.0,true,2340,17,37.0,true,false,,false,85.0,65.0,45.0,316.0,0.0,0.0,0.0,0.0,37.0
flt_d1220746b88dc3433d5d7439fb4f,2024-10-07,4,10,1,NK,NK,ORD,"Chicago, IL",IL,MSY,"New Orleans, LA",LA,1920,1922,2.0,false,2144,2146,2.0,false,false,,false,144.0,144.0,107.0,837.0,,,,,
flt_13c93d457bb522eb677c982baeeb,2024-05-08,2,5,3,AA,MQ,ORD,"Chicago, IL",IL,EWR,"Newark, NJ",NJ,1348,1345,-3.0,false,1700,1734,34.0,true,false,,false,132.0,169.0,93.0,719.0,0.0,0.0,34.0,0.0,0.0
flt_478965fa14302e211f729c854af1,2024-09-08,3,9,7,AA,MQ,ORD,"Chicago, IL",IL,MEM,"Memphis, TN",TN,1237,1234,-3.0,false,1416,1408,-8.0,false,false,,false,99.0,94.0,77.0,491.0,,,,,
flt_26c0f7a640c3910744f3aac878fa,2024-10-31,4,10,4,AA,AA,ORD,"Chicago, IL",IL,PHX,"Phoenix, AZ",AZ,815,811,-4.0,false,1010,1008,-2.0,false,false,,false,235.0,237.0,212.0,1440.0,,,,,
flt_031ccc8e436cf56ffae25a264944,2024-11-02,4,11,6,F9,F9,MDW,"Chicago, IL",IL,PHL,"Philadelphia, PA",PA,1454,1443,-11.0,false,1755,1738,-17.0,false,false,,false,121.0,115.0,94.0,668.0,,,,,
flt_1ef3c431d0329023df7d9233a6b6,2024-12-09,4,12,1,AA,AA,ORD,"Chicago, IL",IL,DFW,"Dallas/Fort Worth, TX",TX,647,646,-1.0,false,930,917,-13.0,false,false,,false,163.0,151.0,129.0,802.0,,,,,
flt_dd2f2b304b1ddfdc47b492e1aadb,2024-01-23,1,1,2,UA,UA,ORD,"Chicago, IL",IL,PIT,"Pittsburgh, PA",PA,1425,1419,-6.0,false,1702,1653,-9.0,false,false,,false,97.0,94.0,58.0,413.0,,,,,
flt_c1aaca62c6f7c7b7be52daa1482a,2024-09-25,3,9,3,UA,UA,ORD,"Chicago, IL",IL,RNO,"Reno, NV",NV,1955,1956,1.0,false,2213,2200,-13.0,false,false,,false,258.0,244.0,212.0,1671.0,,,,,
flt_a69461c38df4a838249ad5a84208,2024-07-28,3,7,7,DL,DL,MSP,"Minneapolis, MN",MN,GRR,"Grand Rapids, MI",MI,825,816,-9.0,false,1050,1030,-20.0,false,false,,false,85.0,74.0,56.0,408.0,,,,,
flt_7e511e39d3adefcba3f5a0416afe,2024-06-04,2,6,2,WN,WN,MSP,"Minneapolis, MN",MN,DEN,"Denver, CO",CO,1805,1902,57.0,true,1915,2021,66.0,true,false,,false,130.0,139.0,97.0,680.0,19.0,0.0,9.0,0.0,38.0
flt_3073b78a9d8e20264ad9927cee22,2024-08-10,3,8,6,AA,AA,ORD,"Chicago, IL",IL,MSY,"New Orleans, LA",LA,1005,1043,38.0,true,1231,1306,35.0,true,false,,false,146.0,143.0,106.0,837.0,0.0,0.0,35.0,0.0,0.0
flt_2426a2f8d45ddd6f9b80f23590c4,2024-10-13,4,10,7,DL,OO,MSP,"Minneapolis, MN",MN,MOT,"Minot, ND",ND,2245,2240,-5.0,false,19,11,-8.0,false,false,,false,94.0,91.0,74.0,449.0,,,,,
flt_30353026c3ed4895f3d3cb41979d,2024-10-05,4,10,6,DL,OO,MSP,"Minneapolis, MN",MN,BRD,"Brainerd, MN",MN,1640,1630,-10.0,false,1734,1711,-23.0,false,false,,false,54.0,41.0,24.0,114.0,,,,,
flt_7e06d29ef584e4db5dde2b13e5cc,2024-02-25,1,2,7,DL,DL,MDW,"Chicago, IL",IL,ATL,"Atlanta, GA",GA,1247,1241,-6.0,false,1539,1523,-16.0,false,false,,false,112.0,102.0,78.0,591.0,,,,,
