crash_id,crash_datetime,crash_year,crash_month,crash_month_name,crash_weekday_name,crash_hour,time_period,posted_speed_limit_mph,traffic_control_device,reported_weather_condition,reported_lighting_condition,first_crash_type,trafficway_type,reported_road_surface_condition,crash_type,intersection_related,hit_and_run,estimated_damage,primary_contributory_cause,unit_count,most_severe_injury,injuries_total,injuries_fatal,latitude,longitude,zip5,weather_station_name,temperature_f,dew_point_f,relative_humidity_percent,precipitation_inches,visibility_miles,wind_speed_mph
crash_00001,2019-02-15 13:30:00,2019,2,Feb,Fri,13,Daytime,30,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,ALLEY,DRY,NO INJURY / DRIVE AWAY,,,$500 OR LESS,UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0,0,41.8800235216,-87.6409885748,60661,"CHICAGO MIDWAY AIRPORT, IL US",21.0,9.0,59.0,0.0,10.0,17.0
crash_00002,2025-06-11 17:19:00,2025,6,Jun,Wed,17,Evening commute,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO INJURY / DRIVE AWAY,,,"$501 - $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,2,NO INDICATION OF INJURY,0,0,41.9865361637,-87.6695530608,60660,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",92.0,56.0,30.0,0.0,10.0,11.0
crash_00003,2021-04-10 19:30:00,2021,4,Apr,Sat,19,Night or early morning,25,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,ONE-WAY,WET,NO INJURY / DRIVE AWAY,,,"OVER $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0,0,41.9282234781,-87.6409173282,60614,"CHICAGO MIDWAY AIRPORT, IL US",55.0,52.0,90.0,0.0,8.0,6.0
crash_00004,2024-05-15 22:45:00,2024,5,May,Wed,22,Night or early morning,20,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,,true,"OVER $1,500",IMPROPER OVERTAKING/PASSING,2,NO INDICATION OF INJURY,0,0,41.9194499077,-87.7439049703,60639,"CHICAGO MIDWAY AIRPORT, IL US",56.0,42.0,60.0,0.0,10.0,7.0
crash_00005,2024-08-17 00:20:00,2024,8,Aug,Sat,0,Night or early morning,30,STOP SIGN/FLASHER,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,DRY,NO INJURY / DRIVE AWAY,true,true,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NO INDICATION OF INJURY,0,0,41.8551086636,-87.666221271,60608,"CHICAGO MIDWAY AIRPORT, IL US",72.0,67.0,84.0,0.0,10.0,8.0
crash_00006,2019-11-22 10:35:00,2019,11,Nov,Fri,10,Daytime,25,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,REAR END,FOUR WAY,DRY,NO INJURY / DRIVE AWAY,true,,"$501 - $1,500",FOLLOWING TOO CLOSELY,2,NO INDICATION OF INJURY,0,0,41.9033446981,-87.6482167489,60642,"CHICAGO MIDWAY AIRPORT, IL US",35.0,23.0,61.0,,10.0,8.0
crash_00007,2023-02-17 00:03:00,2023,2,Feb,Fri,0,Night or early morning,15,NO CONTROLS,SNOW,UNKNOWN,PARKED MOTOR VEHICLE,ONE-WAY,SNOW OR SLUSH,INJURY AND / OR TOW DUE TO CRASH,,true,"OVER $1,500",UNABLE TO DETERMINE,2,"REPORTED, NOT EVIDENT",2,0,41.7529304761,-87.5853340553,60649,"CHICAGO MIDWAY AIRPORT, IL US",25.0,20.0,81.0,0.0,8.0,21.0
crash_00008,2025-05-10 12:10:00,2025,5,May,Sat,12,Daytime,30,OTHER,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,3,NONINCAPACITATING INJURY,1,0,41.9106096588,-87.6612915861,60642,"CHICAGO MIDWAY AIRPORT, IL US",58.0,37.0,46.0,0.0,10.0,22.0
crash_00009,2022-05-11 12:00:00,2022,5,May,Wed,12,Daytime,30,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,,"$501 - $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0,0,41.724311805,-87.5706721116,60617,"CHICAGO MIDWAY AIRPORT, IL US",90.0,72.0,56.0,0.0,10.0,3.0
crash_00010,2022-10-18 21:45:00,2022,10,Oct,Tue,21,Night or early morning,30,NO CONTROLS,CLEAR,DARKNESS,TURNING,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NONINCAPACITATING INJURY,1,0,41.7375900277,-87.6583957359,60620,"CHICAGO MIDWAY AIRPORT, IL US",47.0,26.0,44.0,0.0,10.0,21.0
crash_00011,2020-03-09 15:11:00,2020,3,Mar,Mon,15,Evening commute,5,NO CONTROLS,RAIN,DAYLIGHT,FIXED OBJECT,OTHER,OTHER,NO INJURY / DRIVE AWAY,,,"$501 - $1,500","VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",1,NO INDICATION OF INJURY,0,0,41.792358419,-87.7867554612,60638,"CHICAGO MIDWAY AIRPORT, IL US",58.0,49.0,72.0,0.01,10.0,14.0
crash_00012,2020-05-12 12:50:00,2020,5,May,Tue,12,Daytime,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NO INDICATION OF INJURY,0,0,41.9683565776,-87.7071094763,60625,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",59.0,28.0,31.0,0.0,10.0,14.0
crash_00013,2022-08-15 15:16:00,2022,8,Aug,Mon,15,Evening commute,25,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,,,"$501 - $1,500",DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,2,NO INDICATION OF INJURY,0,0,41.8295614943,-87.6492409966,60609,"CHICAGO MIDWAY AIRPORT, IL US",79.0,56.0,45.0,,10.0,13.0
crash_00014,2018-07-12 10:20:00,2018,7,Jul,Thu,10,Daytime,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,SIDESWIPE OPPOSITE DIRECTION,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,true,,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NO INDICATION OF INJURY,0,0,42.0178168312,-87.6842990825,60645,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",81.0,58.0,45.0,0.0,10.0,10.0
crash_00015,2020-10-15 14:39:00,2020,10,Oct,Thu,14,Daytime,30,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,,"OVER $1,500",IMPROPER TURNING/NO SIGNAL,2,NO INDICATION OF INJURY,0,0,41.9875222634,-87.6897187055,60659,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",55.0,29.0,37.0,0.0,10.0,9.0
crash_00016,2023-07-31 09:30:00,2023,7,Jul,Mon,9,Morning commute,30,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,DIVIDED - W/MEDIAN BARRIER,DRY,INJURY AND / OR TOW DUE TO CRASH,,,"OVER $1,500",UNABLE TO DETERMINE,1,NO INDICATION OF INJURY,0,0,41.8849499656,-87.7161669304,60624,"CHICAGO MIDWAY AIRPORT, IL US",77.0,55.0,47.0,0.0,10.0,3.0
crash_00017,2023-01-04 16:48:00,2023,1,Jan,Wed,16,Evening commute,30,NO CONTROLS,CLEAR,DUSK,REAR END,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,,"OVER $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0,0,41.8160467592,-87.6587363243,60609,"CHICAGO MIDWAY AIRPORT, IL US",34.0,28.0,79.0,0.0,9.0,16.0
crash_00018,2020-12-30 07:00:00,2020,12,Dec,Wed,7,Morning commute,35,TRAFFIC SIGNAL,SNOW,DAWN,FIXED OBJECT,NOT DIVIDED,SNOW OR SLUSH,INJURY AND / OR TOW DUE TO CRASH,,,"OVER $1,500",WEATHER,1,NO INDICATION OF INJURY,0,0,41.9837119104,-87.6602184106,60660,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",35.0,32.0,89.0,0.01,3.0,11.0
crash_00019,2018-07-28 09:30:00,2018,7,Jul,Sat,9,Morning commute,30,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,,,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NO INDICATION OF INJURY,0,0,41.8794778594,-87.6353110257,60606,"CHICAGO MIDWAY AIRPORT, IL US",76.0,50.0,40.0,0.0,10.0,6.0
crash_00020,2025-08-09 05:40:00,2025,8,Aug,Sat,5,Night or early morning,25,UNKNOWN,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,true,"OVER $1,500",UNABLE TO DETERMINE,2,NONINCAPACITATING INJURY,1,0,41.9345221622,-87.7991156515,60634,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",76.0,67.0,74.0,0.0,10.0,7.0
crash_00021,2019-08-17 15:20:00,2019,8,Aug,Sat,15,Evening commute,30,NO CONTROLS,RAIN,DAYLIGHT,REAR END,NOT DIVIDED,WET,INJURY AND / OR TOW DUE TO CRASH,,,"OVER $1,500",FOLLOWING TOO CLOSELY,3,NO INDICATION OF INJURY,0,0,41.8765950142,-87.659005533,60607,"CHICAGO MIDWAY AIRPORT, IL US",77.0,71.0,82.0,0.0,10.0,9.0
crash_00022,2023-07-24 22:00:00,2023,7,Jul,Mon,22,Night or early morning,30,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,,true,"OVER $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0,0,41.6889569027,-87.632242403,60628,"CHICAGO MIDWAY AIRPORT, IL US",76.0,61.0,60.0,0.0,9.0,3.0
crash_00023,2022-03-08 15:25:00,2022,3,Mar,Tue,15,Evening commute,25,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,true,true,"OVER $1,500",DISREGARDING STOP SIGN,3,NONINCAPACITATING INJURY,1,0,41.7562823121,-87.6383610613,60620,"CHICAGO MIDWAY AIRPORT, IL US",40.0,21.0,47.0,0.0,10.0,9.0
crash_00024,2018-10-22 21:50:00,2018,10,Oct,Mon,21,Night or early morning,30,STOP SIGN/FLASHER,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,true,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NO INDICATION OF INJURY,0,0,41.8874410502,-87.7578304879,60644,"CHICAGO MIDWAY AIRPORT, IL US",54.0,34.0,47.0,0.0,10.0,10.0
crash_00025,2022-05-17 19:50:00,2022,5,May,Tue,19,Night or early morning,30,TRAFFIC SIGNAL,CLEAR,DUSK,TURNING,FOUR WAY,DRY,NO INJURY / DRIVE AWAY,,,"OVER $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0,0,41.9471787054,-87.663958275,60613,"CHICAGO MIDWAY AIRPORT, IL US",59.0,38.0,46.0,0.0,10.0,9.0
crash_00026,2020-09-16 17:05:00,2020,9,Sep,Wed,17,Evening commute,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,PEDALCYCLIST,"FIVE POINT, OR MORE",DRY,INJURY AND / OR TOW DUE TO CRASH,true,,$500 OR LESS,IMPROPER LANE USAGE,2,NONINCAPACITATING INJURY,1,0,41.9137845653,-87.6535038696,60614,"CHICAGO MIDWAY AIRPORT, IL US",83.0,59.0,44.0,0.0,10.0,14.0
crash_00027,2020-09-28 15:10:00,2020,9,Sep,Mon,15,Evening commute,30,TRAFFIC SIGNAL,RAIN,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),WET,NO INJURY / DRIVE AWAY,,,"OVER $1,500",FOLLOWING TOO CLOSELY,3,NO INDICATION OF INJURY,0,0,41.8809395486,-87.6242009587,60603,"CHICAGO MIDWAY AIRPORT, IL US",61.0,49.0,65.0,0.01,10.0,11.0
crash_00028,2018-02-25 12:30:00,2018,2,Feb,Sun,12,Daytime,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO INJURY / DRIVE AWAY,true,,"$501 - $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0,0,41.9853462593,-87.6600364217,60660,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",41.0,23.0,49.0,,10.0,18.0
crash_00029,2024-10-22 10:45:00,2024,10,Oct,Tue,10,Daytime,30,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,true,"OVER $1,500","OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",2,NO INDICATION OF INJURY,0,0,41.7511881965,-87.6042675724,60619,"CHICAGO MIDWAY AIRPORT, IL US",69.0,43.0,39.0,0.0,10.0,17.0
crash_00030,2023-06-26 14:15:00,2023,6,Jun,Mon,14,Daytime,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,TURNING,FOUR WAY,UNKNOWN,NO INJURY / DRIVE AWAY,true,,"$501 - $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NO INDICATION OF INJURY,0,0,41.8980771705,-87.6625791417,60642,"CHICAGO MIDWAY AIRPORT, IL US",74.0,61.0,64.0,0.0,10.0,18.0
crash_00031,2022-08-22 07:30:00,2022,8,Aug,Mon,7,Morning commute,30,SCHOOL ZONE,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,UNKNOWN,NO INJURY / DRIVE AWAY,,,"$501 - $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0,0,41.7425255781,-87.7071927585,60652,"CHICAGO MIDWAY AIRPORT, IL US",71.0,62.0,73.0,,10.0,6.0
crash_00032,2022-03-13 08:40:00,2022,3,Mar,Sun,8,Morning commute,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,true,,"OVER $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0,0,41.7682033003,-87.6859292096,60629,"CHICAGO MIDWAY AIRPORT, IL US",35.0,19.0,52.0,0.0,10.0,14.0
crash_00033,2021-04-02 22:50:00,2021,4,Apr,Fri,22,Night or early morning,15,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,,true,"OVER $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0,0,41.7327551349,-87.6433782503,60620,"CHICAGO MIDWAY AIRPORT, IL US",44.0,13.0,28.0,0.0,10.0,14.0
crash_00034,2018-07-29 16:46:00,2018,7,Jul,Sun,16,Evening commute,20,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,ONE-WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,true,,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NONINCAPACITATING INJURY,1,0,41.7115684527,-87.5683328893,60617,"CHICAGO MIDWAY AIRPORT, IL US",76.0,59.0,56.0,0.0,9.0,8.0
crash_00035,2024-06-27 12:30:00,2024,6,Jun,Thu,12,Daytime,30,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,false,"$501 - $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0,0,41.7434273331,-87.632181132,60620,"CHICAGO MIDWAY AIRPORT, IL US",72.0,49.0,44.0,0.0,10.0,10.0
crash_00036,2019-09-06 16:40:00,2019,9,Sep,Fri,16,Evening commute,30,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,,"$501 - $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NO INDICATION OF INJURY,0,0,41.8695873951,-87.6436639606,60607,"CHICAGO MIDWAY AIRPORT, IL US",71.0,58.0,63.0,0.0,10.0,11.0
crash_00037,2018-05-03 08:20:00,2018,5,May,Thu,8,Morning commute,30,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,DIVIDED - W/MEDIAN BARRIER,DRY,INJURY AND / OR TOW DUE TO CRASH,,,"OVER $1,500",UNABLE TO DETERMINE,1,"REPORTED, NOT EVIDENT",1,0,41.8455670276,-87.6368550875,60616,"CHICAGO MIDWAY AIRPORT, IL US",66.0,64.0,93.0,,5.0,9.0
crash_00038,2020-04-30 12:43:00,2020,4,Apr,Thu,12,Daytime,25,NO CONTROLS,RAIN,DAYLIGHT,SIDESWIPE OPPOSITE DIRECTION,NOT DIVIDED,WET,NO INJURY / DRIVE AWAY,,,"$501 - $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0,0,41.9073146393,-87.7168616027,60651,"CHICAGO MIDWAY AIRPORT, IL US",47.0,40.0,77.0,0.0,10.0,18.0
crash_00039,2023-08-10 08:40:00,2023,8,Aug,Thu,8,Morning commute,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,TURNING,FOUR WAY,DRY,NO INJURY / DRIVE AWAY,true,,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NO INDICATION OF INJURY,0,0,41.9244744034,-87.7366330997,60639,"CHICAGO MIDWAY AIRPORT, IL US",71.0,64.0,79.0,0.0,9.0,8.0
crash_00040,2020-12-02 21:45:00,2020,12,Dec,Wed,21,Night or early morning,25,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,,true,"OVER $1,500",DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,2,NO INDICATION OF INJURY,0,0,41.8739506064,-87.7635153817,60644,"CHICAGO MIDWAY AIRPORT, IL US",34.0,20.0,56.0,0.0,10.0,11.0
crash_00041,2025-12-27 14:35:00,2025,12,Dec,Sat,14,Daytime,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,TURNING,T-INTERSECTION,DRY,NO INJURY / DRIVE AWAY,,,"OVER $1,500",DISREGARDING TRAFFIC SIGNALS,2,NO INDICATION OF INJURY,0,0,41.8947701492,-87.6328221703,60654,,,,,,,
crash_00042,2024-09-14 12:09:00,2024,9,Sep,Sat,12,Daytime,15,NO CONTROLS,CLEAR,DAYLIGHT,REAR TO SIDE,PARKING LOT,DRY,NO INJURY / DRIVE AWAY,,,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NO INDICATION OF INJURY,0,0,41.9098808681,-87.7351582004,60639,"CHICAGO MIDWAY AIRPORT, IL US",85.0,60.0,43.0,0.0,10.0,9.0
crash_00043,2018-07-20 14:00:00,2018,7,Jul,Fri,14,Daytime,30,NO CONTROLS,RAIN,DAYLIGHT,REAR END,NOT DIVIDED,WET,NO INJURY / DRIVE AWAY,,,"OVER $1,500",FOLLOWING TOO CLOSELY,2,NO INDICATION OF INJURY,0,0,41.9625428484,-87.7084323708,60625,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",71.0,67.0,87.0,0.04,6.0,7.0
crash_00044,2024-06-17 15:50:00,2024,6,Jun,Mon,15,Evening commute,35,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NO INDICATION OF INJURY,0,0,41.7771885095,-87.8007431016,60638,"CHICAGO MIDWAY AIRPORT, IL US",95.0,69.0,43.0,0.0,10.0,20.0
crash_00045,2019-09-16 18:00:00,2019,9,Sep,Mon,18,Evening commute,30,STOP SIGN/FLASHER,CLEAR,DARKNESS,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO INJURY / DRIVE AWAY,,true,"OVER $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0,0,41.7704205226,-87.6544049317,60636,"CHICAGO MIDWAY AIRPORT, IL US",73.0,65.0,76.0,0.0,10.0,6.0
crash_00046,2019-08-13 19:15:00,2019,8,Aug,Tue,19,Night or early morning,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,FIXED OBJECT,NOT DIVIDED,WET,INJURY AND / OR TOW DUE TO CRASH,,true,"OVER $1,500",UNABLE TO DETERMINE,1,NONINCAPACITATING INJURY,2,0,41.9604280735,-87.7794065957,60630,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",72.0,69.0,91.0,0.0,10.0,9.0
crash_00047,2019-07-03 19:06:00,2019,7,Jul,Wed,19,Night or early morning,30,UNKNOWN,CLEAR,DAYLIGHT,SIDESWIPE OPPOSITE DIRECTION,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,true,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NO INDICATION OF INJURY,0,0,41.7091650549,-87.6090890375,60628,"CHICAGO MIDWAY AIRPORT, IL US",78.0,68.0,71.0,0.0,10.0,8.0
crash_00048,2020-05-15 18:10:00,2020,5,May,Fri,18,Evening commute,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,true,,"$501 - $1,500",FOLLOWING TOO CLOSELY,2,NO INDICATION OF INJURY,0,0,41.939723245,-87.7273500302,60641,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",76.0,53.0,45.0,0.0,10.0,5.0
crash_00049,2021-01-21 17:42:00,2021,1,Jan,Thu,17,Evening commute,30,NO CONTROLS,CLEAR,DUSK,PARKED MOTOR VEHICLE,PARKING LOT,DRY,NO INJURY / DRIVE AWAY,,,"OVER $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0,0,41.7357630154,-87.6727212571,60620,"CHICAGO MIDWAY AIRPORT, IL US",36.0,22.0,57.0,0.0,10.0,15.0
crash_00050,2019-04-26 13:40:00,2019,4,Apr,Fri,13,Daytime,20,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,,,$500 OR LESS,NOT APPLICABLE,2,NO INDICATION OF INJURY,0,0,41.7904982921,-87.6644317441,60636,"CHICAGO MIDWAY AIRPORT, IL US",63.0,30.0,29.0,0.0,10.0,18.0
crash_00051,2018-08-04 13:23:00,2018,8,Aug,Sat,13,Daytime,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,true,,"OVER $1,500",DISREGARDING TRAFFIC SIGNALS,2,NO INDICATION OF INJURY,0,0,41.7385274814,-87.6417013427,60620,"CHICAGO MIDWAY AIRPORT, IL US",96.0,63.0,34.0,0.0,10.0,15.0
crash_00052,2019-05-03 07:45:00,2019,5,May,Fri,7,Morning commute,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,true,,"$501 - $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NO INDICATION OF INJURY,0,0,41.9237770788,-87.7855930627,60707,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",45.0,40.0,83.0,0.0,10.0,9.0
crash_00053,2020-12-18 20:30:00,2020,12,Dec,Fri,20,Night or early morning,30,UNKNOWN,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,true,,"OVER $1,500",NOT APPLICABLE,2,NO INDICATION OF INJURY,0,0,41.779413411,-87.7814747157,60638,"CHICAGO MIDWAY AIRPORT, IL US",34.0,25.0,70.0,0.0,10.0,11.0
crash_00054,2018-05-07 15:10:00,2018,5,May,Mon,15,Evening commute,30,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO INJURY / DRIVE AWAY,,,"$501 - $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,2,NO INDICATION OF INJURY,0,0,41.9384625541,-87.76671406,60634,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",74.0,42.0,32.0,0.0,10.0,6.0
crash_00055,2023-04-26 11:33:00,2023,4,Apr,Wed,11,Daytime,15,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,,true,"OVER $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0,0,41.7532721441,-87.5793726292,60649,"CHICAGO MIDWAY AIRPORT, IL US",47.0,28.0,48.0,0.0,10.0,7.0
crash_00056,2021-11-09 17:35:00,2021,11,Nov,Tue,17,Evening commute,30,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,FOUR WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,true,,$500 OR LESS,UNABLE TO DETERMINE,2,NONINCAPACITATING INJURY,1,0,41.9034746987,-87.666441178,60642,"CHICAGO MIDWAY AIRPORT, IL US",52.0,41.0,66.0,0.0,10.0,9.0
crash_00057,2018-12-12 20:58:00,2018,12,Dec,Wed,20,Night or early morning,35,NO CONTROLS,CLEAR,DARKNESS,SIDESWIPE SAME DIRECTION,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,true,true,"$501 - $1,500",IMPROPER LANE USAGE,2,NO INDICATION OF INJURY,0,0,41.8857611245,-87.6325951531,60601,"CHICAGO MIDWAY AIRPORT, IL US",33.0,24.0,70.0,0.0,9.0,6.0
crash_00058,2024-10-12 11:00:00,2024,10,Oct,Sat,11,Daytime,30,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,4,NO INDICATION OF INJURY,0,0,41.7935935529,-87.7220791808,60632,"CHICAGO MIDWAY AIRPORT, IL US",65.0,51.0,61.0,0.0,10.0,13.0
crash_00059,2020-11-15 23:05:00,2020,11,Nov,Sun,23,Night or early morning,30,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,,"$501 - $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0,0,41.8878620713,-87.7554862834,60644,"CHICAGO MIDWAY AIRPORT, IL US",35.0,24.0,64.0,0.0,10.0,16.0
